id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EP	CM|FB_H	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EP	EN_H|FB_H	EN_H|UN	EP|CM	EP|EN_H	EP|EP	EP|FB_H	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EP	FB_H|FB_H	FB_H|UN	UN|CM	UN|EN_H	UN|EP	UN|FB_H	UN|UN
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06102CC06	VIP_ADCYAP1R1	simple:P01282	simple:P41586	VIP	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.031	1.597	0.041	0.296	0.057	0.144	1.709	0.153	0.409	0.17	0.034	1.6	0.044	0.3	0.06	0.069	1.634	0.078	0.334	0.095	0.029	1.594	0.038	0.294	0.054
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.541	2.107	0.551	0.807	0.567	0.336	1.902	0.346	0.601	0.362	0.704	2.269	0.713	0.969	0.73	0.711	2.277	0.721	0.977	0.737	0.604	2.169	0.613	0.869	0.63
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.031	0.824	0.041	0.096	0.057	0.144	0.936	0.153	0.209	0.17	0.034	0.827	0.044	0.099	0.06	0.069	0.861	0.078	0.134	0.095	0.029	0.821	0.038	0.094	0.054
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.541	1.334	0.551	0.606	0.567	0.336	1.129	0.346	0.401	0.362	0.704	1.496	0.713	0.769	0.73	0.711	1.504	0.721	0.776	0.737	0.604	1.396	0.613	0.669	0.63
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.189	0.532	0.031	0.276	0.132	0.302	0.645	0.144	0.389	0.245	0.192	0.535	0.035	0.279	0.135	0.227	0.57	0.069	0.314	0.17	0.187	0.53	0.029	0.274	0.13
CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.332	0.675	0.174	0.419	0.275	0.206	0.549	0.049	0.293	0.149	0.215	0.558	0.057	0.302	0.158	0.217	0.56	0.059	0.304	0.16	0.236	0.579	0.078	0.323	0.179
CPI-SS043E22BF5	VEGFA_NRP1	simple:P15692	simple:O14786	VEGFA	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.699	1.042	0.542	0.786	0.642	0.494	0.837	0.336	0.581	0.437	0.862	1.205	0.704	0.949	0.805	0.87	1.213	0.712	0.957	0.813	0.762	1.105	0.604	0.849	0.705
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.135	0.926	0.03	0.085	0.111	0.247	1.039	0.142	0.198	0.224	0.138	0.929	0.033	0.088	0.114	0.172	0.964	0.067	0.123	0.149	0.132	0.924	0.027	0.082	0.109
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.645	1.436	0.54	0.595	0.621	0.44	1.231	0.335	0.39	0.416	0.807	1.599	0.702	0.758	0.784	0.815	1.606	0.71	0.765	0.791	0.707	1.499	0.602	0.658	0.684
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.051	0.057	0.0	0.322	0.066	0.395	0.401	0.0	0.666	0.41	0.025	0.032	0.0	0.296	0.04	0.114	0.12	0.0	0.385	0.129	0.024	0.03	0.0	0.295	0.039
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.035	0.005	0.01	0.008	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.02	0.026	0.023	0.021	0.035	0.005	0.01	0.008	0.005
CPI-CS058DED3AA	ProstaglandinF2a_byAKR1B1_PTGFR	complex:ProstaglandinF2a_byAKR1B1	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.267	0.0	0.0	0.0	0.261	0.115	0.0	0.0	0.0	0.109	0.039	0.0	0.0	0.0	0.033	0.168	0.0	0.0	0.0	0.162	0.06	0.0	0.0	0.0	0.053
CPI-CS0D78DAC70	ProstaglandinD2_byAKR1C3_PTGFR	complex:ProstaglandinD2_byAKR1C3	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.102	0.0	0.0	0.0	0.096	0.022	0.0	0.0	0.0	0.016	0.331	0.0	0.0	0.0	0.324	0.021	0.0	0.0	0.0	0.014	0.032	0.0	0.0	0.0	0.026
CPI-CS09DCEBC2B	ProstaglandinE2_byPTGES_PTGER1	complex:ProstaglandinE2_byPTGES	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.005	0.0	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.024	0.021	0.0	0.004	0.0	0.007	0.003	0.0
CPI-CS0F0453B03	ProstaglandinE2_byPTGES_PTGER2	complex:ProstaglandinE2_byPTGES	simple:P43116		PTGER2	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.003	0.0
CPI-CS080C76630	ProstaglandinE2_byPTGES_PTGER3	complex:ProstaglandinE2_byPTGES	simple:P43115		PTGER3	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.06	0.009	0.005	0.025	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.025	0.021	0.041	0.037	0.058	0.007	0.004	0.024	0.02
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.003	0.005	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.021	0.0	0.025	0.0	0.001	0.003	0.0	0.007	0.0
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.626	0.0	0.647	0.0	0.0	0.007	0.0	0.028	0.0	0.0	0.076	0.0	0.097	0.0	0.0	0.163	0.0	0.184	0.0	0.0	0.295	0.0	0.316	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.071	0.479	0.017	0.136	0.055	0.067	0.475	0.013	0.132	0.051	0.0	0.0	0.0	0.0	0.0	0.073	0.481	0.019	0.138	0.057	0.069	0.478	0.015	0.134	0.054
CPI-CS09463D22E	5-HT_byTPH1_and_SLC18A2_HTR2B	complex:5-HT_byTPH1_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0FBE83390	5-HT_byTPH1_and_SLC18A2_HTR2C	complex:5-HT_byTPH1_and_SLC18A2	simple:P28335		HTR2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.005	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389	0.0	0.0	0.392	0.0	0.012	0.0	0.0	0.014	0.0
CPI-SS0CDDDEE9F	TAC3_TACR1	simple:Q9UHF0	simple:P25103	TAC3	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.005	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.0	0.015	0.004	0.003	0.0	0.0	0.017	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.003	0.002	0.0	0.0	0.016	0.004	0.003	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.682	1.334	0.554	0.606	0.598	0.477	1.129	0.349	0.401	0.393	0.845	1.496	0.717	0.769	0.761	0.852	1.504	0.724	0.776	0.769	0.745	1.396	0.617	0.669	0.661
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.13	0.017	0.039	0.048	0.041	0.0	0.0	0.0	0.0	0.0	0.131	0.019	0.041	0.049	0.043	0.136	0.023	0.045	0.054	0.047	0.125	0.013	0.034	0.043	0.036
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.124	0.012	0.034	0.043	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.013	0.035	0.044	0.037
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.14	0.028	0.05	0.059	0.052	0.126	0.014	0.036	0.045	0.038	0.14	0.028	0.05	0.058	0.052	0.22	0.108	0.13	0.138	0.131	0.141	0.029	0.051	0.059	0.053
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.791	0.413	0.085	0.58	0.245	0.0	0.0	0.0	0.0	0.0	0.793	0.414	0.086	0.582	0.246	0.797	0.419	0.091	0.586	0.251	0.786	0.408	0.08	0.575	0.24
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.786	0.407	0.08	0.575	0.239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.787	0.409	0.081	0.576	0.241
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.802	0.424	0.096	0.591	0.256	0.788	0.409	0.082	0.577	0.242	0.802	0.423	0.095	0.591	0.255	0.881	0.503	0.175	0.671	0.335	0.803	0.424	0.096	0.592	0.256
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.017	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.096	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.002	0.775	0.0	0.037	0.009	0.775	1.548	0.0	0.81	0.782	0.0	0.0	0.0	0.0	0.0	0.037	0.81	0.0	0.073	0.044	0.009	0.782	0.0	0.044	0.016
CPI-CS09A35DD21	Prostacyclin_byPTGIS_PTGIR	complex:Prostacyclin_byPTGIS	simple:P43119		PTGIR	True	False	True	curated	False	Ligand-Receptor		0.001	0.023	0.0	0.047	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.056	0.0	0.08	0.035	0.003	0.025	0.0	0.049	0.004
