0	HOWT_1	HOWT_2	HOWT_3	HOET_1	HOET_2	HOET_3
S100A7A	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0
S100A8	0	3	3	0	4	1
S100A9	4	10	6	0	0	2
S100B	4	14	18	1	1	1
S100G	0	0	0	0	0	0
S100P	37	82	81	40	66	49
S100PBP	736	960	1110	459	565	534
S100Z	6	12	6	4	3	2
S1PR1	266	372	398	1464	2076	1879
S1PR2	85	94	126	198	229	251
S1PR3	256	306	373	177	187	225
S1PR4	0	0	0	0	0	0
S1PR5	1	2	1	0	0	0
SAA1	11	19	21	10	10	12
SAA2	12	20	42	12	8	11
SAA2-SAA4	1	1	1	0	0	0
SAA3P	0	0	0	0	0	0
SAA4	2	0	0	0	0	0
SAAL1	126	198	225	100	103	109
SAC3D1	114	128	131	75	117	111
SACM1L	612	735	787	958	1005	1035
SACS	1944	1725	2221	1821	1461	1288
SACS-AS1	0	0	0	0	0	0
SAE1	1992	2828	3143	1800	2220	2179
SAFB	1643	2259	2371	2078	2472	2475
SAFB2	948	1322	1639	1945	2316	2219
SAG	0	0	0	1	0	0
SAGE1	0	0	0	0	0	0
SALL1	452	612	718	256	299	331
SALL2	919	1270	1420	550	696	622
SALL3	15	37	22	33	20	30
SALL4	288	420	525	424	566	540
SALRNA1	0	0	0	0	0	0
SALRNA2	0	0	0	0	0	0
SALRNA3	0	0	0	0	0	0
SAMD1	561	759	847	519	759	669
SAMD10	156	246	311	233	331	337
SAMD11	454	710	724	336	496	587
SAMD12	51	50	109	51	29	32
SAMD12-AS1	2	0	0	0	0	0
SAMD13	24	27	36	2	8	4
SAMD14	8	10	12	25	26	26
SAMD15	24	28	33	3	0	6
SAMD3	0	0	1	0	0	0
SAMD4A	1370	1708	1938	7206	7126	7209
SAMD4B	1630	2257	2476	2813	3629	3529
SAMD5	8	8	8	0	3	2
SAMD7	0	1	0	0	0	0
SAMD8	350	424	454	1084	1001	885
SAMD9	2	2	0	0	0	0
SAMD9L	0	0	1	0	0	0
SAMHD1	215	276	356	109	143	141
SAMM50	641	926	1010	835	1092	979
SAMSN1	1	2	4	1	0	1
SAMSN1-AS1	0	0	0	0	0	0
SAP130	772	1011	1084	810	964	1026
SAP18	1765	2326	2609	2002	2502	2405
SAP25	41	50	53	127	179	144
SAP30	214	224	278	507	518	509
SAP30BP	528	717	836	437	619	538
SAP30L	532	734	802	320	378	348
SAP30L-AS1	5	9	10	5	1	1
SAPCD1	0	0	0	0	0	0
SAPCD1-AS1	7	14	20	16	22	24
SAPCD2	263	374	398	69	139	89
SAR1A	1544	1834	1936	3800	4546	4703
SAR1B	781	1012	1143	1249	1306	1312
SARAF	2717	3579	3639	3343	4141	3994
SARDH	150	213	214	83	98	101
SARM1	314	437	444	85	95	124
SARNP	689	971	1171	850	1154	1230
SARS	1187	1444	1741	1890	2332	2369
SARS2	279	319	415	172	259	236
SART1	631	1013	1084	872	1135	1132
SART3	837	1145	1355	943	1242	1174
SASH1	233	253	323	195	181	190
SASH3	0	0	0	0	0	0
SASS6	169	186	179	95	117	141
SAT1	311	436	466	971	1222	1116
SAT2	379	529	641	649	768	838
SATB1	1354	1673	1796	1479	1682	1570
SATB1-AS1	3	7	2	0	0	4
SATB2	66	100	135	41	44	39
SATB2-AS1	0	0	0	0	0	0
SATL1	1	1	5	0	0	1
SAV1	376	416	552	373	509	432
SAXO1	0	1	1	0	0	1
SAXO2	11	13	18	7	12	4
SAYSD1	148	183	205	69	98	101
SBDS	738	966	1058	2011	2596	2616
SBDSP1	518	702	857	875	1023	1223
SBF1	1568	2224	2294	2753	4032	3983
SBF1P1	0	0	0	0	0	0
SBF2	893	1118	1294	1381	1301	1248
SBF2-AS1	147	176	261	36	64	57
SBK1	177	226	319	267	392	358
SBK2	7	12	15	24	32	32
SBK3	0	2	0	1	0	2
SBNO1	849	946	1177	1326	1187	1202
SBNO2	335	516	530	583	765	794
SBSN	1	0	2	0	0	1
SBSPON	4	3	2	6	2	17
SC5D	9165	11022	11256	21219	22355	21101
SCAF1	1673	2244	2425	2114	2764	2708
SCAF11	2567	2600	3634	3802	2652	2654
SCAF4	786	968	1173	1215	1448	1434
SCAF8	1226	1495	1759	930	1005	955
SCAI	584	426	623	500	290	290
SCAMP1	1240	1173	1187	878	1058	960
SCAMP1-AS1	93	165	186	49	57	64
SCAMP2	523	751	791	778	1055	1018
SCAMP3	571	783	843	834	1201	1076
SCAMP4	559	889	898	490	685	717
SCAMP5	474	632	694	376	572	547
SCAND1	391	541	634	321	483	478
SCAND2P	492	496	591	572	601	570
SCAP	1219	1661	1763	868	1129	1051
SCAPER	427	541	579	554	615	633
SCARA3	68	94	73	5	3	6
SCARA5	0	0	0	0	0	0
SCARB1	796	1054	1091	616	720	719
SCARB2	1915	2286	2583	2711	2836	2920
SCARF1	94	173	199	111	162	185
SCARF2	579	721	783	1001	1369	1342
SCARNA1	0	0	2	0	0	2
SCARNA10	2	4	4	1	3	11
SCARNA11	0	0	0	0	0	0
SCARNA12	9	22	24	17	33	33
SCARNA13	0	0	0	0	0	0
SCARNA14	0	0	0	0	0	0
SCARNA15	0	2	2	1	3	1
SCARNA16	2	2	8	4	6	2
SCARNA17	12	23	28	16	21	22
SCARNA18	0	0	0	0	0	0
SCARNA2	4	11	5	3	5	15
SCARNA20	0	0	0	0	1	0
SCARNA21	0	0	0	0	0	1
SCARNA22	0	2	0	2	1	6
SCARNA23	0	0	0	0	0	0
SCARNA27	0	0	0	1	0	0
SCARNA3	0	2	0	0	0	1
SCARNA4	0	0	1	2	0	1
SCARNA5	3	0	0	0	1	0
SCARNA6	2	1	0	8	1	0
SCARNA7	7	9	6	5	6	7
SCARNA8	0	2	1	0	0	1
SCARNA9	16	6	16	4	15	14
SCARNA9L	0	0	3	1	0	0
SCART1	34	60	75	117	104	108
SCCPDH	753	1000	1063	551	739	676
SCD	9769	13367	12582	40455	43387	42954
SCD5	298	387	452	65	120	115
SCEL	0	1	0	0	0	0
SCEL-AS1	0	0	0	0	0	0
SCFD1	882	1255	1240	1027	1308	1321
SCFD2	119	171	188	117	134	146
SCG2	3	8	8	7	13	3
SCG3	3	6	7	1	1	4
SCG5	56	83	83	141	172	170
SCGB1A1	0	0	0	0	0	0
SCGB1B2P	12	22	15	14	11	18
SCGB1C1	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0
SCGB2B2	1	2	2	1	0	1
SCGB2B3P	0	0	0	0	0	0
SCGB3A1	0	2	0	0	0	0
SCGB3A2	0	0	0	1	1	2
SCGN	7	5	19	0	0	0
SCHIP1	13	12	21	6	4	9
SCHLAP1	0	0	0	0	0	0
SCIMP	0	0	0	0	0	0
SCIN	4	7	6	2	3	3
SCLT1	182	278	290	88	88	89
SCLY	5	8	21	5	10	9
SCMH1	1271	1805	1852	1753	2039	2289
SCML1	205	227	249	407	422	373
SCML2	236	258	279	209	232	215
SCML4	0	0	2	0	0	0
SCN10A	0	0	0	0	0	0
SCN11A	73	88	117	10	14	13
SCN1A	11	5	9	2	1	0
SCN1B	7	17	10	25	40	34
SCN2A	7	18	14	0	1	3
SCN2B	61	89	93	8	11	9
SCN3A	20	19	17	3	2	0
SCN3B	20	26	19	22	35	27
SCN4A	12	10	14	13	10	7
SCN4B	5	5	4	6	9	4
SCN5A	16	21	37	46	57	33
SCN7A	32	32	34	3	3	0
SCN8A	310	330	401	65	35	34
SCN9A	66	65	60	15	9	3
SCNM1	33	41	36	56	60	70
SCNN1A	56	60	74	7	16	20
SCNN1B	0	0	0	0	0	0
SCNN1D	122	164	195	136	175	179
SCNN1G	3	1	0	0	0	0
SCO1	469	731	821	609	739	707
SCO2	105	158	148	117	136	164
SCOC	935	1049	872	1089	1235	1039
SCOC-AS1	17	24	44	11	25	20
SCP2	1029	1420	1581	780	989	894
SCP2D1	0	0	0	0	0	0
SCPEP1	450	780	810	234	290	239
SCRG1	10	7	18	15	33	41
SCRIB	1205	1863	2043	913	1226	1310
SCRN1	1892	2348	2822	3502	3964	3973
SCRN2	448	705	761	469	683	694
SCRN3	349	389	414	141	176	149
SCRT1	0	7	0	2	1	1
SCRT2	0	0	0	0	0	0
SCT	56	47	59	31	49	39
SCTR	0	1	0	0	0	0
SCUBE1	9	7	14	2	0	5
SCUBE2	22	24	31	74	103	109
SCUBE3	4328	5996	6417	1222	1474	1445
SCX	0	0	0	0	0	0
SCYL1	1417	2039	2128	2427	3033	3019
SCYL2	1196	1327	1487	1273	1226	1336
SCYL3	160	174	236	201	188	209
SDAD1	616	689	895	467	547	530
SDC1	120	233	219	80	148	90
SDC2	1129	1398	1359	1856	2187	2331
SDC3	4462	6403	6664	3144	4355	3995
SDC4	596	699	723	1976	2555	2641
SDC4P	0	0	0	0	0	0
SDCBP	2113	2521	2502	4254	4805	4806
SDCBP2	1	1	4	0	0	0
SDCBP2-AS1	52	30	53	18	20	11
SDCCAG3	363	451	490	410	568	544
SDCCAG8	238	323	384	181	235	243
SDE2	260	306	399	504	618	592
SDF2	319	508	465	341	550	568
SDF2L1	95	171	189	86	147	108
SDF4	1404	1869	2258	2128	2633	2508
SDHA	2375	3231	3521	6303	8156	7798
SDHAF1	83	180	170	115	157	154
SDHAF2	360	498	532	318	451	428
SDHAF3	126	186	181	75	121	106
SDHAF4	55	87	91	38	70	43
SDHAP1	186	226	269	342	388	366
SDHAP2	193	297	325	407	416	371
SDHAP3	176	249	249	249	306	280
SDHB	641	889	936	1692	2086	2090
SDHC	632	817	938	796	728	707
SDHD	710	939	922	1065	1311	1112
SDK1	607	719	779	323	295	294
SDK2	2068	2562	2890	1403	1865	1663
SDPR	17	10	12	0	5	3
SDR16C5	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0
SDR39U1	572	830	847	804	1154	994
SDR42E1	0	0	0	0	0	0
SDR9C7	22	21	21	15	22	23
SDS	0	0	0	0	0	0
SDSL	69	69	111	50	95	58
SEBOX	0	0	0	0	0	0
SEC11A	840	1144	1222	1066	1413	1317
SEC11C	112	168	141	57	78	55
SEC13	1270	1808	1942	2260	2760	2815
SEC14L1	778	1100	1274	1533	1808	1819
SEC14L1P1	11	23	19	15	8	8
SEC14L2	41	64	80	121	166	146
SEC14L3	0	0	0	0	0	0
SEC14L4	2	10	0	1	3	2
SEC14L5	18	37	42	71	87	102
SEC14L6	4	14	6	4	10	3
SEC16A	2021	2742	2889	3003	3596	3703
SEC16B	24	39	35	2	9	7
SEC1P	0	0	0	0	0	0
SEC22A	154	193	208	152	213	208
SEC22B	1016	1135	1290	1720	2071	2121
SEC22C	571	685	885	476	557	520
SEC23A	2386	2945	3075	4305	4613	4485
SEC23B	454	625	684	963	886	879
SEC23IP	1285	1581	1763	2232	2344	2415
SEC24A	736	751	805	2080	1834	1814
SEC24B	828	1020	1176	967	988	944
SEC24B-AS1	33	23	45	16	1	9
SEC24C	2231	3241	3312	3460	4312	4239
SEC24D	939	1146	1267	2371	2512	2503
SEC31A	3231	4111	4304	5733	6351	6286
SEC31B	433	588	629	849	836	955
SEC61A1	2787	3824	4187	5785	6811	7348
SEC61A2	778	1033	1156	1133	1252	1191
SEC61B	371	467	474	656	753	740
SEC61G	453	563	595	1141	1535	1254
SEC62	1288	1381	1607	1218	1341	1352
SEC63	1225	1363	1746	1147	1127	1221
SECISBP2	452	607	679	384	390	409
SECISBP2L	1135	1301	1574	1131	816	821
SECTM1	0	2	0	0	2	1
SEH1L	280	369	350	354	437	372
SEL1L	1522	1782	2001	1466	1208	1211
SEL1L2	0	0	0	0	0	0
SEL1L3	142	176	240	334	326	405
SELE	0	0	0	0	6	0
SELENBP1	332	505	539	101	135	137
SELK	468	595	664	2087	2606	2674
SELL	2	1	5	0	0	0
SELM	191	258	254	721	1041	1003
SELO	285	428	499	531	621	683
SELP	0	0	0	0	0	0
SELPLG	121	142	166	66	72	79
SELT	1528	1828	1872	1833	2285	2066
SELV	4	1	4	1	0	2
SEMA3A	745	701	892	313	269	308
SEMA3B	377	604	652	371	525	467
SEMA3B-AS1	0	13	1	5	2	2
SEMA3C	295	253	334	465	447	400
SEMA3D	431	383	442	51	30	26
SEMA3E	33	42	67	85	52	66
SEMA3F	136	164	201	86	152	143
SEMA3G	75	122	107	124	129	132
SEMA4A	50	61	67	101	140	156
SEMA4B	647	784	933	764	1096	976
SEMA4C	469	651	739	427	617	579
SEMA4D	376	444	535	235	336	293
SEMA4F	103	111	127	49	67	90
SEMA4G	321	504	458	377	527	465
SEMA5A	2324	2154	3302	3496	2950	2833
SEMA5B	16	36	20	536	655	561
SEMA6A	519	593	701	52	90	70
SEMA6A-AS1	5	4	3	5	0	3
SEMA6B	715	943	1061	750	1183	1235
SEMA6C	263	324	368	485	660	541
SEMA6D	2118	2547	3044	346	395	275
SEMA7A	75	80	108	163	300	231
SEMG1	0	0	0	0	0	2
SEMG2	0	0	0	0	0	1
SENCR	0	0	0	0	0	0
SENP1	407	566	649	445	478	472
SENP2	738	1023	1120	699	866	845
SENP3	118	211	212	118	166	152
SENP3-EIF4A1	4	2	2	3	6	5
SENP5	710	776	915	1297	1171	1345
SENP6	1690	2181	2370	1108	1292	1224
SENP7	600	560	770	348	323	370
SENP8	136	169	169	80	82	98
SEP15	825	925	948	672	745	660
SEPHS1	1008	1335	1467	541	692	645
SEPHS2	678	913	972	728	952	867
SEPN1	3177	4500	4749	1856	2502	2313
SEPP1	700	850	839	259	327	302
SEPSECS	195	216	270	155	159	122
SEPSECS-AS1	4	9	9	5	4	4
SEPT1	28	35	72	21	36	46
SEPT10	964	1252	1427	903	1060	1062
SEPT11	1125	1373	1602	1024	1091	1099
SEPT12	4	7	4	4	4	2
SEPT14	0	0	0	0	0	0
SEPT2	7511	9619	10590	7454	8622	8216
SEPT3	60	49	75	12	10	12
SEPT4	53	85	78	22	25	12
SEPT4-AS1	0	0	0	0	0	0
SEPT5	4	4	8	1	18	10
SEPT5-GP1BB	68	90	95	59	71	54
SEPT6	697	959	1022	1313	1502	1514
SEPT7	3457	4020	4229	4341	5050	4541
SEPT7-AS1	10	12	28	6	7	26
SEPT7P2	213	270	353	164	264	234
SEPT7P9	4	1	5	0	0	0
SEPT8	1179	1583	1790	1816	2223	1964
SEPT9	5055	7051	7325	2429	3266	2957
SEPW1	4168	6093	6564	6092	8079	7204
SERAC1	142	202	217	251	256	314
SERBP1	4188	5266	5477	4241	5059	4660
SERF1A	0	0	0	0	0	0
SERF1B	0	0	0	0	0	0
SERF2	3001	4499	4859	6450	7980	7548
SERF2-C15ORF63	0	0	0	0	0	0
SERGEF	167	204	276	292	366	353
SERHL	3	3	3	13	15	9
SERHL2	12	12	22	29	49	61
SERINC1	3203	3947	4662	3734	4159	3970
SERINC2	109	169	169	206	266	259
SERINC3	999	1144	1351	1177	1330	1298
SERINC4	1	11	10	2	5	4
SERINC5	673	779	1001	483	558	458
SERP1	861	1076	999	1277	1659	1570
SERP2	71	87	100	19	34	32
SERPINA1	16435	24364	20210	7841	10891	8389
SERPINA10	58	75	44	0	3	2
SERPINA11	9	23	17	1	2	0
SERPINA12	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0
SERPINA2	0	2	0	0	0	0
SERPINA3	3	4	5	0	2	0
SERPINA4	28	39	46	2	3	2
SERPINA5	103	179	172	42	79	44
SERPINA6	43	59	39	0	5	5
SERPINA7	37	47	59	1	0	0
SERPINA9	0	0	0	0	0	0
SERPINB1	327	418	546	298	340	291
SERPINB10	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	3
SERPINB13	0	0	0	0	0	0
SERPINB2	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0
SERPINB5	0	0	0	0	0	0
SERPINB6	1057	1419	1572	840	1042	1002
SERPINB7	0	0	2	0	0	1
SERPINB8	25	36	40	33	22	28
SERPINB9	549	644	854	504	603	561
SERPINB9P1	1	1	0	0	0	0
SERPINC1	25	40	30	3	3	1
SERPIND1	192	263	195	11	24	13
SERPINE1	175	200	123	2507	3515	2944
SERPINE2	500	610	654	678	934	788
SERPINE3	0	0	0	0	0	0
SERPINF1	797	1147	1239	684	851	854
SERPINF2	288	494	435	47	86	92
SERPING1	491	587	752	294	323	367
SERPINH1	5629	7525	8148	9609	12428	11819
SERPINI1	803	1125	1081	1235	1385	1150
SERPINI2	2	0	3	10	4	6
SERTAD1	102	167	210	226	350	365
SERTAD2	909	975	1137	2057	2358	2314
SERTAD3	398	487	620	604	805	782
SERTAD4	5	7	5	5	2	0
SERTAD4-AS1	1	2	3	3	2	5
SERTM1	9	4	10	0	1	0
SESN1	421	526	584	609	745	688
SESN2	437	692	829	769	969	1020
SESN3	1395	1446	1678	385	303	312
SESTD1	583	627	752	2047	1741	1726
SET	4045	5191	5658	4275	5406	5052
SETBP1	555	552	754	638	517	480
SETD1A	814	1046	1095	579	814	718
SETD1B	1033	1522	1519	953	1264	1290
SETD2	1844	2155	2500	1445	1325	1262
SETD3	1052	1484	1564	1129	1348	1417
SETD4	255	369	425	163	182	199
SETD5	4010	4595	5573	10100	9752	9822
SETD6	215	310	323	98	159	150
SETD7	882	972	1203	1544	1466	1418
SETD8	801	1119	1199	595	747	818
SETD9	39	44	53	18	41	12
SETDB1	817	1108	1271	662	895	731
SETDB2	395	479	542	1034	887	906
SETMAR	148	226	266	101	78	95
SETSIP	0	3	0	1	2	0
SETX	1784	1766	2442	1187	1102	979
SEZ6	0	0	0	0	0	1
SEZ6L	5	18	32	7	7	9
SEZ6L2	440	572	722	436	591	633
SF1	4079	5644	6307	5228	6700	6511
SF3A1	1749	2412	2521	1525	2133	2129
SF3A2	910	1315	1449	1527	1943	1992
SF3A3	798	1009	1205	707	745	812
SF3B1	5768	6811	8182	6699	6682	6618
SF3B2	2263	3219	3443	3131	4076	4088
SF3B3	2300	2849	3302	1768	1952	1818
SF3B4	881	1210	1188	659	839	812
SF3B5	516	716	889	612	821	733
SF3B6	652	838	972	728	992	985
SFI1	115	168	143	47	70	60
SFMBT1	153	202	192	81	87	99
SFMBT2	104	85	113	43	39	24
SFN	0	3	1	3	4	4
SFPQ	4107	4194	6029	1575	1140	1119
SFR1	57	74	87	41	45	52
SFRP1	4116	5132	6223	1552	2015	1787
SFRP2	9	36	15	3	6	2
SFRP4	20	37	34	8	8	5
SFRP5	63	59	60	2	5	3
SFSWAP	741	990	1099	705	998	858
SFT2D1	159	272	254	316	341	352
SFT2D2	50	72	93	117	62	68
SFT2D3	124	170	159	76	100	95
SFTA1P	0	0	0	6	7	1
SFTA2	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
SFTPA2	0	0	0	10	6	15
SFTPB	0	0	0	0	0	0
SFTPC	0	0	0	0	0	0
SFTPD	8	7	8	0	4	5
SFXN1	1214	1507	1731	2677	3240	3120
SFXN2	232	329	333	72	96	85
SFXN3	156	236	282	332	417	396
SFXN4	318	518	558	382	418	419
SFXN5	376	554	540	232	279	278
SGCA	430	562	724	338	428	452
SGCB	1828	2133	2404	3250	3556	3357
SGCD	73	68	124	2	1	3
SGCE	311	408	466	347	385	378
SGCG	5	15	11	22	37	36
SGCZ	0	0	0	0	0	0
SGIP1	49	30	41	135	140	137
SGK1	120	142	193	37	29	54
SGK2	35	27	32	33	46	38
SGK223	176	249	250	91	129	133
SGK3	2	2	1	0	3	0
SGK494	272	337	309	483	532	499
SGMS1	596	770	825	418	450	467
SGMS1-AS1	35	31	50	2	1	4
SGMS2	4	8	6	111	112	76
SGOL1	185	166	212	25	34	24
SGOL1-AS1	2	6	8	2	4	0
SGOL2	494	549	530	123	122	95
SGPL1	1772	2327	2803	1157	1399	1315
SGPP1	144	126	157	142	171	132
SGPP2	142	200	241	574	660	658
SGSH	375	565	634	334	491	495
SGSM1	5	2	4	0	3	5
SGSM2	1364	2152	2309	2134	2962	2822
SGSM3	919	1368	1437	1224	1738	1726
SGTA	1082	1599	1594	1697	2340	2363
SGTB	323	289	315	440	409	366
SH2B1	1346	1923	2199	1296	1793	1713
SH2B2	23	35	32	37	50	62
SH2B3	227	276	339	368	430	415
SH2D1A	0	0	0	0	0	0
SH2D1B	11	27	33	0	2	2
SH2D2A	0	1	7	7	12	9
SH2D3A	15	18	19	22	36	37
SH2D3C	43	53	53	21	23	19
SH2D4A	61	62	66	19	33	32
SH2D4B	0	0	1	0	0	6
SH2D5	3	4	3	134	236	250
SH2D6	0	1	1	0	0	0
SH2D7	0	0	0	0	0	0
SH3BGR	1892	2268	2597	2515	3150	2837
SH3BGRL	1705	1882	1710	967	1074	948
SH3BGRL2	578	765	849	589	625	644
SH3BGRL3	373	458	486	472	582	617
SH3BP1	189	224	297	191	283	284
SH3BP2	496	638	717	799	980	997
SH3BP4	1478	1927	2081	3198	3820	3998
SH3BP5	320	536	600	417	515	455
SH3BP5-AS1	380	445	567	191	170	164
SH3BP5L	584	782	787	730	895	932
SH3D19	651	798	901	1350	1354	1301
SH3D21	1123	1520	1591	3091	4182	4193
SH3GL1	1038	1413	1637	1107	1487	1412
SH3GL1P1	41	31	48	18	14	28
SH3GL1P2	5	5	17	3	5	7
SH3GL2	4	2	5	5	3	5
SH3GL3	949	1239	1369	1110	1336	1334
SH3GLB1	2137	2486	3071	4653	4798	4527
SH3GLB2	1176	1623	1945	1080	1324	1439
SH3KBP1	560	589	820	789	833	929
SH3PXD2A	5950	7713	8355	3906	4484	4044
SH3PXD2A-AS1	0	0	0	0	0	0
SH3PXD2B	748	1005	1142	324	420	410
SH3RF1	73	73	87	176	178	151
SH3RF2	306	402	485	405	440	341
SH3RF3	22	53	40	25	47	48
SH3RF3-AS1	0	0	0	0	2	1
SH3TC1	82	154	99	33	70	32
SH3TC2	145	138	184	42	26	30
SH3YL1	286	423	438	227	244	278
SHANK1	39	67	57	793	1072	1016
SHANK2	72	99	90	16	20	23
SHANK2-AS1	0	0	0	0	0	0
SHANK2-AS3	0	0	0	0	0	0
SHANK3	612	694	872	534	691	702
SHARPIN	458	662	686	516	598	591
SHB	759	1027	1233	301	437	413
SHBG	23	28	25	14	23	18
SHC1	1425	2131	2269	1715	2291	2213
SHC2	310	444	499	447	691	608
SHC3	15	12	34	18	16	10
SHC4	16	16	32	4	10	8
SHCBP1	301	455	552	53	69	54
SHCBP1L	0	0	0	0	0	0
SHD	684	1010	1165	826	1105	1088
SHE	34	33	49	30	45	52
SHF	119	167	160	73	74	88
SHFM1	293	449	496	282	437	416
SHH	12	20	18	6	0	0
SHISA2	49	54	74	226	233	298
SHISA3	1	0	0	0	0	0
SHISA4	128	136	199	107	166	170
SHISA5	1596	2287	2359	1367	2002	1913
SHISA6	0	0	0	0	0	0
SHISA7	1	0	0	3	4	5
SHISA8	0	0	0	3	7	5
SHISA9	5	11	16	6	4	5
SHKBP1	376	537	559	364	506	495
SHMT1	176	341	365	103	130	144
SHMT2	966	1494	1731	983	1361	1401
SHOC2	829	920	1017	883	1003	1024
SHOX	0	0	0	0	0	0
SHOX2	2	4	0	0	1	0
SHPK	160	232	224	284	326	351
SHPRH	590	487	689	420	323	297
SHQ1	219	318	320	285	302	338
SHROOM1	95	131	151	310	318	395
SHROOM2	548	626	761	454	540	440
SHROOM3	281	409	411	730	808	892
SHROOM4	301	305	354	71	63	53
SHTN1	227	288	356	174	210	224
SI	0	0	1	0	0	0
SIAE	295	386	381	275	384	331
SIAH1	315	410	470	340	478	471
SIAH2	427	600	679	2061	2404	2358
SIAH3	2	3	7	0	3	0
SIDT1	0	0	1	0	0	0
SIDT2	608	746	896	907	1162	1171
SIGIRR	45	101	105	78	119	109
SIGLEC1	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0
SIGLEC11	0	1	1	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
SIGLEC15	0	0	0	0	0	0
SIGLEC16	0	0	0	0	0	0
SIGLEC17P	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0
SIGLEC6	0	1	1	1	0	0
SIGLEC7	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0
SIGMAR1	693	1010	1079	438	590	568
SIK1	591	877	842	1950	2625	2474
SIK2	538	589	768	646	523	583
SIK3	1356	1630	1844	2101	2275	2322
SIKE1	1230	1279	1434	1622	1590	1680
SIL1	344	430	474	363	430	413
SIM1	0	0	0	0	0	0
SIM2	0	0	0	4	0	1
SIMC1	222	246	280	132	155	167
SIN3A	1335	1604	1929	870	904	936
SIN3B	1399	1861	2125	2674	3552	3502
SIPA1	123	174	180	242	312	310
SIPA1L1	1603	1957	2321	1069	989	897
SIPA1L2	5236	6639	7831	8420	8747	8143
SIPA1L3	421	560	601	355	424	414
SIRPA	2969	4159	4412	2485	2971	2963
SIRPB1	0	0	0	0	0	0
SIRPB2	1	0	0	0	0	0
SIRPD	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0
SIRPG-AS1	0	0	0	0	0	0
SIRT1	459	582	657	448	448	483
SIRT2	343	374	441	314	362	353
SIRT3	347	446	523	348	513	485
SIRT4	49	59	65	71	83	99
SIRT5	497	645	728	453	579	521
SIRT6	202	236	314	253	332	327
SIRT7	111	189	186	138	194	199
SIT1	0	0	0	0	0	0
SIVA1	238	385	342	198	271	269
SIX1	1	0	0	0	0	0
SIX2	5	8	5	0	2	0
SIX3	0	0	0	0	0	0
SIX3-AS1	0	0	0	0	0	0
SIX4	147	166	190	451	453	439
SIX5	896	1172	1376	523	749	705
SIX6	0	0	0	0	0	0
SKA1	168	233	214	22	30	25
SKA2	642	781	804	436	585	490
SKA3	190	246	256	19	23	18
SKAP1	3	8	3	0	0	1
SKAP2	123	109	132	116	131	115
SKI	1578	2063	2120	1109	1505	1464
SKIDA1	516	537	635	290	372	356
SKIL	733	620	836	698	414	353
SKINTL	0	0	2	2	2	1
SKIV2L	739	1080	1021	864	1244	1321
SKIV2L2	1163	1407	1676	1259	1371	1396
SKOR1	2	4	6	4	4	4
SKOR2	0	0	0	0	0	0
SKP1	3234	4432	4782	3884	4615	4608
SKP1P2	0	0	0	0	1	2
SKP2	699	825	871	1212	1254	1246
SLA	0	0	0	0	0	0
SLA2	1	3	4	0	1	5
SLAIN1	145	179	221	105	173	129
SLAIN2	986	1160	1259	1344	1357	1486
SLAMF1	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0
SLAMF7	1	0	0	0	0	0
SLAMF8	0	0	0	0	0	0
SLAMF9	0	0	0	0	0	0
SLBP	354	441	456	450	486	455
SLC10A1	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0
SLC10A3	215	253	346	160	235	262
SLC10A4	6	3	12	8	3	1
SLC10A5	4	13	10	9	3	4
SLC10A6	2	0	3	0	0	0
SLC10A7	56	67	69	39	52	45
SLC11A1	5	16	11	3	5	3
SLC11A2	911	990	1117	768	864	937
SLC12A1	0	1	2	0	0	0
SLC12A2	225	282	352	138	155	142
SLC12A3	0	0	0	0	1	0
SLC12A4	904	1248	1327	3053	3940	3822
SLC12A5	27	35	48	17	40	32
SLC12A6	1040	1234	1388	557	511	518
SLC12A7	560	749	778	959	1295	1240
SLC12A8	28	29	37	44	48	37
SLC12A9	275	411	425	175	164	168
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	28	21	28	6	5	5
SLC13A4	2	2	1	1	0	4
SLC13A5	49	71	49	12	17	14
SLC14A1	0	1	0	0	0	0
SLC14A2	5	1	4	0	1	0
SLC14A2-AS1	0	0	0	0	0	0
