gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
INSIG2	0.34105787	0.30502015	0.3274336283185841	0.34959492	0.31664482306684144	0.19671933	1.8152379	0
THORLNC	0.0035960353	0.0017729579	0.0022123893805309734	0.0040281904	0.0041939711664482305	1.140191	0.70346475	0
LINC01956	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
EN1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
MARCO	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC013457.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
C1QL2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
STEAP3	0.0022975693	0.0043178066	0.004424778761061947	0.0018188135	0.0020969855832241153	-1.2031157	0.5436556	0
STEAP3-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
C2orf76	0.040481966	0.047189984	0.061946902654867256	0.038890447	0.04220183486238532	-0.27841398	0.6068545	0
DBI	0.8609101	0.93573976	0.7323008849557522	0.8431896	0.6322411533420708	-0.15023337	3.6984456	0
TMEM37	0.017535208	0.019807182	0.023230088495575223	0.016997026	0.019397116644823065	-0.21954364	0.2451887	0
SCTR	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC013275.1	0.0009171473	0.0007807954	0.0011061946902654867	0.00094936247	0.0010484927916120576	0.25263426	0.06823505	0
CFAP221	0.021880087	0.025964681	0.032079646017699116	0.020912401	0.023066841415465267	-0.31085512	0.45374873	0
TMEM177	0.07095484	0.06914106	0.09070796460176991	0.07138617	0.07549148099606816	0.046036378	0.09790442	0
PTPN4	0.16934843	0.18965644	0.22898230088495575	0.16453019	0.16671035386631716	-0.2049199	1.1189348	0
EPB41L5	0.111939564	0.12895752	0.1581858407079646	0.107907295	0.1145478374836173	-0.2568855	1.1737819	0
AC012363.1	0.0005865797	0.0010284354	0.0011061946902654867	0.00048193755	0.0005242463958060288	-0.9553876	0.21168725	0
TMEM185B	0.08236675	0.0974973	0.12278761061946902	0.07878493	0.08309305373525556	-0.30709156	1.1897398	0
RALB	0.12052218	0.12717164	0.15486725663716813	0.118945085	0.12214941022280472	-0.09640284	0.31601298	0
AC012363.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
INHBB	0.0047758585	0.0031139373	0.004424778761061947	0.005169695	0.005766710353866317	0.7133775	0.5322592	0
AC073257.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC073257.1	0.0001726204	1.0622898e-09	0.0	0.00021352441	0.0002621231979030144	1.6485626	0.49844104	0
AC018866.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GLI2	0.02317943	0.02805007	0.035398230088495575	0.022025544	0.023066841415465267	-0.34742555	0.52795184	0
AC017033.1	0.0017672259	0.0015332903	0.0022123893805309734	0.0018227075	0.0015727391874180866	0.23535809	0.07973581	0
AC067960.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079988.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TFCP2L1	0.00018357777	1.0622898e-09	0.0	0.00022707786	0.0002621231979030144	1.7096189	0.49845377	0
CLASP1	0.14522287	0.15016969	0.18141592920353983	0.14404605	0.14757536041939712	-0.06002262	0.20003971	0
AC012447.1	0.0011015584	1.0622898e-09	0.0	0.0013625859	0.0015727391874180866	3.870434	1.7384652	0
NIFK-AS1	0.10330432	0.102106445	0.12831858407079647	0.10358981	0.10458715596330276	0.020787884	0.050973486	0
NIFK	0.31552765	0.3380235	0.3694690265486726	0.31019288	0.29515072083879423	-0.12391974	0.9139963	0
TSN	0.2595194	0.27347812	0.31526548672566373	0.25620788	0.25373525557011795	-0.09407503	0.5451223	0
LINC01823	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC011246.1	0.00064058	0.0020387233	0.00331858407079646	0.00030937008	0.0005242463958060288	-2.3852723	0.8121079	0
AC073632.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC062020.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01826	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC073409.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC073409.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079154.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CNTNAP5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC019159.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC097499.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01889	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01941	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC142116.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC023347.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GYPC	0.49438423	0.54686505	0.5121681415929203	0.48195606	0.4055045871559633	-0.18224782	2.398714	0
TEX51	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC012508.2	0.0007303747	0.002014923	0.0022123893805309734	0.00042608834	0.0005242463958060288	-2.0072281	0.55821985	0
AC012508.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC012508.1	0.0016387512	0.0021890162	0.00331858407079646	0.001508299	0.0015727391874180866	-0.5091921	0.18551473	0
BIN1	0.030579805	0.032903146	0.046460176991150445	0.030028189	0.031192660550458717	-0.13148968	0.20254938	0
AC110926.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CYP27C1	0.00401297	0.006003414	0.008849557522123894	0.0035415622	0.003931847968545216	-0.7450589	0.5139472	0
ERCC3	0.0910769	0.09077123	0.11836283185840708	0.091151275	0.09436435124508519	0.0060210857	0.013410801	0
AC068282.1	0.0013315557	0.0008281359	0.0011061946902654867	0.0014508506	0.0015727391874180866	0.7406517	0.26591992	0
MAP3K2	0.2810857	0.28177556	0.3108407079646018	0.28091928	0.2676277850589777	-0.004389304	0.017851941	0
MAP3K2-DT	0.079195425	0.07885499	0.09845132743362832	0.07927792	0.08256880733944955	0.007707245	0.015667465	0
AC068282.2	0.0013312114	0.0024643098	0.0022123893805309734	0.0010625717	0.001310615989515072	-1.141251	0.34987563	0
PROC	0.00070644845	0.0017063156	0.0022123893805309734	0.0004695953	0.0005242463958060288	-1.6650407	0.49056262	0
IWS1	0.35809928	0.4010274	0.4280973451327434	0.34792307	0.3321100917431193	-0.20487759	2.2913318	0
AC010976.1	0.0009809914	0.0011460006	0.0011061946902654867	0.0009418573	0.0010484927916120576	-0.258147	0.06055996	0
MYO7B	5.8377344e-05	1.0622898e-09	0.0	7.221352e-05	0.0002621231979030144	0.78418314	0.49843606	0
AC010976.2	0.0005645213	0.002947309	0.0022123893805309734	-3.594323e-09	0.0	-4.929516	0.67830664	0
LIMS2	0.23983839	0.261283	0.2975663716814159	0.23475288	0.23145478374836173	-0.15440802	1.000247	0
GPR17	0.00031689	0.00068966934	0.0011061946902654867	0.00022855474	0.0002621231979030144	-1.2651149	0.2792019	0
WDR33	0.37910193	0.40511528	0.4424778761061947	0.37293458	0.35491480996068153	-0.119379155	1.0710831	0
SFT2D3	0.07082133	0.06311342	0.07632743362831858	0.072649084	0.07732634338138926	0.20269823	0.5554762	0
POLR2D	0.194155	0.20439018	0.25331858407079644	0.19172575	0.1965923984272608	-0.09223527	0.4316872	0
AMMECR1L	0.05317343	0.06420247	0.08738938053097345	0.05055751	0.055570117955439056	-0.34409812	1.0421661	0
AC012306.2	0.018980494	0.029785307	0.03650442477876106	0.016420403	0.017562254259501964	-0.8551874	1.6946299	0
AC012306.3	0.008112339	0.009573183	0.01327433628318584	0.0077665225	0.008650065530799476	-0.29826468	0.24067968	0
SAP130	0.08448942	0.10020708	0.12057522123893805	0.08076745	0.08597640891218873	-0.3107924	1.1895225	0
UGGT1	0.16051555	0.18716407	0.22566371681415928	0.15419565	0.16408912188728703	-0.27937675	1.7907534	0
HS6ST1	0.020525536	0.02305419	0.029867256637168143	0.019926563	0.021231979030144166	-0.20935848	0.2659396	0
AC012451.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC068483.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01854	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02572	0.0027477744	0.0020318064	0.0022123893805309734	0.0029174082	0.0028833551769331584	0.5012334	0.21897069	0
AC079776.5	0.00019853626	1.0622898e-09	0.0	0.0002455844	0.0002621231979030144	1.7890228	0.4984253	0
LINC01856	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RAB6C	0.00022145244	1.0622898e-09	0.0	0.00027392735	0.0002621231979030144	1.9027427	0.4984156	0
POTEF	0.032118883	0.034109652	0.03982300884955752	0.031646114	0.0327653997378768	-0.10782344	0.15213694	0
AC018865.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CCDC74B	0.025102792	0.022258375	0.029867256637168143	0.025776913	0.028309305373525558	0.21085027	0.30687606	0
SMPD4	0.08291169	0.07931055	0.10508849557522124	0.08376683	0.09017038007863695	0.07876959	0.19871004	0
MZT2B	1.2501512	1.2845554	0.8971238938053098	1.2420057	0.8057667103538663	-0.048593525	1.178921	0
TUBA3E	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CCDC115	0.14733313	0.15149784	0.17699115044247787	0.14634095	0.14993446920052425	-0.049930155	0.16066368	0
IMP4	0.20533283	0.23863624	0.2743362831858407	0.19743772	0.1984272608125819	-0.27328947	2.1415234	0
PTPN18	0.098498255	0.09224271	0.11172566371681415	0.099981844	0.1001310615989515	0.116110235	0.33689648	0
POTEI	0.049961954	0.04291024	0.051991150442477874	0.051631596	0.049017038007863695	0.2663655	0.61993647	0
AC013269.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CFC1B	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC013269.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC140481.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CFC1	0.16374041	0.17381115	0.18030973451327434	0.16134942	0.14862385321100918	-0.10726821	0.39939377	0
POTEJ	0.0002353435	0.00066347024	0.0011061946902654867	0.00013389136	0.0002621231979030144	-1.7067333	0.36236015	0
GPR148	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC140481.1	0.00014046446	1.0622898e-09	0.0	0.00017374841	0.0002621231979030144	1.4528353	0.4984833	0
AMER3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC133785.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ARHGEF4	0.017404929	0.014279914	0.018805309734513276	0.018145554	0.019397116644823065	0.34348992	0.43564624	0
SMIM39	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
FAM168B	0.21527262	0.2171493	0.2588495575221239	0.21482451	0.2141546526867628	-0.015521478	0.057837367	0
PLEKHB2	0.29854494	0.32473195	0.3661504424778761	0.2923362	0.28781127129750983	-0.15157162	1.2132196	0
POTEE	0.01506841	0.011471148	0.014380530973451327	0.015920935	0.01651376146788991	0.46942645	0.5927821	0
RAB6D	0.001475411	0.0038158915	0.004424778761061947	0.00092074025	0.0010484927916120576	-1.9397249	0.8152496	0
AC073869.5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01120	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC073869.3	0.00077565305	0.0021709683	0.0022123893805309734	0.0004450314	0.0005242463958060288	-2.0588963	0.5671817	0
MZT2A	0.6588857	0.653202	0.6006637168141593	0.66024494	0.545478374836173	0.015469842	0.12109578	0
TUBA3D	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
CCDC74A	0.047176883	0.057561874	0.07079646017699115	0.044713885	0.04823066841415465	-0.363672	0.9697152	0
AC093838.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01087	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
C2orf27A	0.08876393	0.090542614	0.10619469026548672	0.0883441	0.08833551769331587	-0.035423633	0.08006668	0
AC103564.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AJ239322.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AJ239322.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01945	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC093787.2	0.00012081471	1.0622898e-09	0.0	0.0001494425	0.0002621231979030144	1.318692	0.49845707	0
ANKRD30BL	0.0072734784	0.0056862296	0.007743362831858407	0.007649817	0.007863695937090432	0.42153865	0.33155718	0
AC097532.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC097532.2	0.0137655735	0.022798885	0.02765486725663717	0.011625356	0.012319790301441678	-0.9656457	1.5580407	0
AC097532.3	0.0023200929	0.0040537934	0.004424778761061947	0.0019092661	0.0020969855832241153	-1.0477607	0.4847489	0
GPR39	0.0015957631	0.0020671037	0.0022123893805309734	0.0014839715	0.0020969855832241153	-0.452222	0.14958575	0
LYPD1	0.0027052008	0.0053668204	0.0055309734513274336	0.002074471	0.00235910878112713	-1.3300375	0.71400756	0
AC010974.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
NCKAP5	0.0069179526	0.0047232704	0.007743362831858407	0.0074381265	0.009174311926605505	0.6441943	0.61561507	0
AC010974.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
NCKAP5-AS1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
NCKAP5-AS2	0.00013856587	1.0622898e-09	0.0	0.00017140002	0.0002621231979030144	1.4404056	0.498463	0
NCKAP5-IT1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC011243.1	0.00017398497	1.0622898e-09	0.0	0.00021521194	0.0002621231979030144	1.6563069	0.4984439	0
AC092623.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
MGAT5	0.51498276	0.56730944	0.5398230088495575	0.50259155	0.43564875491481	-0.17471674	2.5036669	0
TMEM163	0.37645853	0.3734117	0.39491150442477874	0.37717697	0.344954128440367	0.014470724	0.07339706	0
AC110620.2	0.030721659	0.032726705	0.03982300884955752	0.030245569	0.032503276539973786	-0.11338418	0.15952536	0
CCNT2-AS1	0.012758013	0.010578854	0.014380530973451327	0.0132745225	0.015203145478374836	0.32473063	0.35018033	0
ACMSD	0.00017032423	1.0622898e-09	0.0	0.00021068373	0.0002621231979030144	1.6354314	0.4984439	0
CCNT2	0.17985225	0.19453156	0.22234513274336284	0.17636833	0.182175622542595	-0.14133635	0.6847344	0
MAP3K19	0.00097509014	0.0006563765	0.0011061946902654867	0.0010506401	0.0010484927916120576	0.6052602	0.1939245	0
RAB3GAP1	0.24036768	0.27927455	0.3219026548672566	0.23114488	0.22463958060288336	-0.27277917	2.4750965	0
ZRANB3	0.05763301	0.0735873	0.09513274336283185	0.05385037	0.05923984272608126	-0.44978306	1.6160281	0
R3HDM1	0.24811545	0.25470942	0.3064159292035398	0.24654981	0.24272608125819134	-0.046954367	0.21995488	0
UBXN4	1.1278551	1.1585402	0.8407079646017699	1.1205899	0.7685452162516383	-0.0480456	0.9296751	0
LCT	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC011893.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
MCM6	0.118009545	0.16430618	0.17588495575221239	0.10703847	0.10406290956749673	-0.6177879	4.4025035	0
DARS	0.84294754	0.8362074	0.7256637168141593	0.8445534	0.6450851900393185	0.014326162	0.14270672	0
DARS-AS1	0.029180456	0.02488712	0.032079646017699116	0.030197212	0.0290956749672346	0.27800044	0.46355549	0
AC068492.1	0.011854282	0.018022813	0.02101769911504425	0.010392951	0.011009174311926606	-0.78838646	1.0208786	0
CXCR4	0.014458001	0.010587143	0.008849557522123894	0.015375385	0.012319790301441678	0.5340991	0.49130565	0
THSD7B	0.0002692261	0.001405326	0.0022123893805309734	-3.594323e-09	0.0	-3.9120557	0.7914115	0
HNMT	0.06802743	0.098754704	0.12057522123893805	0.060748283	0.06500655307994757	-0.70009303	3.6754353	0
LINC01832	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC114763.1	0.00017682332	1.0622898e-09	0.0	0.00021872489	0.0002621231979030144	1.6722964	0.49844083	0
AC114763.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
SPOPL	0.08906345	0.099483855	0.12278761061946902	0.08659603	0.08833551769331587	-0.19994596	0.6562474	0
AC092620.1	0.01479782	0.018846244	0.024336283185840708	0.013838892	0.014416775884665793	-0.442796	0.5622196	0
AC092620.2	0.00019985528	1.0622898e-09	0.0	0.00024721347	0.0002621231979030144	1.7958076	0.4984516	0
LINC02631	0.0006853353	0.00055406074	0.0011061946902654867	0.0007164396	0.0005242463958060288	0.3199215	0.08046142	0
NXPH2	0.0037708583	0.0043524383	0.0055309734513274336	0.003633237	0.0041939711664482305	-0.25416845	0.12954661	0
AC023468.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC013265.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC062021.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC016710.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC078851.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01853	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LRP1B	0.007614312	0.0108088	0.012168141592920354	0.0068575814	0.007601572739187418	-0.6488347	0.5551893	0
AC078882.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
KYNU	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ARHGAP15	0.00028280178	0.001476193	0.0022123893805309734	-3.594323e-09	0.0	-3.978424	0.78301656	0
AC013437.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079793.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC092652.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC092652.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC092652.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079584.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079584.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC016910.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
GTDC1	0.037701033	0.047832076	0.0586283185840708	0.035298347	0.03748361730013106	-0.43730932	1.0560908	0
ZEB2	0.25038698	0.31220755	0.3407079646017699	0.2357331	0.23014416775884666	-0.40520114	4.8798523	0
AC009951.5	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ZEB2-AS1	0.0036885492	0.003739645	0.0055309734513274336	0.0036765188	0.0041939711664482305	-0.023915956	0.011239195	0
AC009951.6	0.008436393	0.010342008	0.01327433628318584	0.00798522	0.009174311926605505	-0.36904028	0.31140876	0
LINC01412	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
TEX41	0.0012312429	1.0622898e-09	0.0	0.0015229972	0.0007863695937090433	4.020573	0.94750434	0
AC023128.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01966	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC096666.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC092484.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079163.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079163.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC079248.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01911	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC062032.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC018678.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ACVR2A	0.09777817	0.104215264	0.13495575221238937	0.09625408	0.10249017038007864	-0.11453262	0.35204437	0
AC009480.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
ORC4	0.2087524	0.21429795	0.2488938053097345	0.20743456	0.21100917431192662	-0.046939444	0.19163394	0
MBD5	0.19747758	0.20141512	0.2345132743362832	0.19653946	0.19397116644823068	-0.035335243	0.13195902	0
EPC2	0.17133124	0.1845055	0.21017699115044247	0.16820431	0.1706422018348624	-0.13337351	0.59361833	0
AC105402.3	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
KIF5C	0.0074949055	0.011998219	0.015486725663716814	0.006428104	0.007601572739187418	-0.8900589	0.929755	0
AC105402.4	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LYPD6B	0.0136819845	0.01718848	0.024336283185840708	0.012851258	0.014941022280471821	-0.41671884	0.51957345	0
AC009230.1	0.00019839499	0.0010355782	0.0011061946902654867	-3.594323e-09	0.0	-3.505407	0.49815935	0
LYPD6	0.020684266	0.025215989	0.03650442477876106	0.019610627	0.023853211009174313	-0.36107516	0.56905323	0
MMADHC	0.47161043	0.5295696	0.5387168141592921	0.45788062	0.4204456094364351	-0.20980634	3.3282394	0
AC007364.1	0.0045047007	0.004505257	0.00663716814159292	0.0045047347	0.004456094364351245	-0.00016365077	7.981378e-05	0
LINC01931	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC016682.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01818	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC01817	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RND3	0.051811125	0.07152318	0.0918141592920354	0.04713747	0.046133682830930535	-0.6004949	2.2022696	0
LINC01920	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC104777.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC104777.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
LINC02612	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC023469.2	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC023469.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
AC018731.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
RBM43	0.025252704	0.027350642	0.03761061946902655	0.024755672	0.02437745740498034	-0.14326485	0.19459875	0
NMI	0.0055216714	0.0060722562	0.007743362831858407	0.005391381	0.0060288335517693315	-0.16862887	0.09799916	0
TNFAIP6	0.0016551903	0.001160194	0.0011061946902654867	0.0017724497	0.0010484927916120576	0.571281	0.16599594	0
RIF1	0.32973352	0.3574303	0.375	0.3231673	0.30484927916120574	-0.14533798	1.1630768	0
NEB	0.007443759	0.007857825	0.011061946902654867	0.007345885	0.007601572739187418	-0.09593075	0.064131	0
ARL5A	0.6671184	0.73730785	0.6603982300884956	0.6504988	0.5486238532110091	-0.18069455	3.9024096	0
AC097448.1	0.06347996	0.0530679	0.07079646017699115	0.06594764	0.06762778505897772	0.31295148	0.99275655	0
CACNB4	0.0038003703	0.0041126404	0.00663716814159292	0.0037263809	0.0041939711664482305	-0.13874419	0.07254849	0
AC079790.1	-5.4351403e-09	1.0622898e-09	0.0	-3.594323e-09	0.0	-6.716079e-05	32.77631	0
STAM2	0.11257528	0.11890541	0.1515486725663717	0.11107597	0.11664482306684142	-0.09818221	0.3167446	0
