id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EN_V	CM|EP	CM|FB_H	CM|FB_V	CM|PR	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EN_V	EN_H|EP	EN_H|FB_H	EN_H|FB_V	EN_H|PR	EN_H|UN	EN_V|CM	EN_V|EN_H	EN_V|EN_V	EN_V|EP	EN_V|FB_H	EN_V|FB_V	EN_V|PR	EN_V|UN	EP|CM	EP|EN_H	EP|EN_V	EP|EP	EP|FB_H	EP|FB_V	EP|PR	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EN_V	FB_H|EP	FB_H|FB_H	FB_H|FB_V	FB_H|PR	FB_H|UN	FB_V|CM	FB_V|EN_H	FB_V|EN_V	FB_V|EP	FB_V|FB_H	FB_V|FB_V	FB_V|PR	FB_V|UN	PR|CM	PR|EN_H	PR|EN_V	PR|EP	PR|FB_H	PR|FB_V	PR|PR	PR|UN	UN|CM	UN|EN_H	UN|EN_V	UN|EP	UN|FB_H	UN|FB_V	UN|PR	UN|UN
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.15	0.237	0.23	0.0	0.244	0.182	0.162	0.156	0.004	0.09	0.083	0.0	0.097	0.035	0.016	0.01	0.012	0.098	0.091	0.0	0.105	0.043	0.023	0.017	0.011	0.097	0.091	0.0	0.104	0.042	0.023	0.017	0.003	0.09	0.083	0.0	0.097	0.035	0.015	0.009	0.009	0.095	0.089	0.0	0.102	0.041	0.021	0.015	0.009	0.095	0.088	0.0	0.102	0.04	0.021	0.015	0.06	0.147	0.14	0.0	0.153	0.092	0.072	0.066
CPI-SS0A6FCBF7C	CNTN1_NOTCH1	simple:Q12860	simple:P46531	CNTN1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.016	0.174	0.172	0.026	0.095	0.068	0.18	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.171	0.169	0.023	0.092	0.064	0.177	0.013	0.012	0.17	0.168	0.022	0.09	0.063	0.176	0.012	0.094	0.252	0.251	0.104	0.173	0.146	0.258	0.094	0.025	0.183	0.181	0.034	0.103	0.076	0.188	0.025	0.012	0.17	0.168	0.022	0.09	0.063	0.176	0.012
CPI-SS0FC612D4D	DLK1_NOTCH1	simple:P80370	simple:P46531	DLK1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.047	0.205	0.203	0.057	0.125	0.098	0.211	0.047	0.141	0.299	0.298	0.151	0.22	0.193	0.305	0.141	0.076	0.233	0.232	0.085	0.154	0.127	0.239	0.075	0.967	1.125	1.124	0.977	1.046	1.019	1.131	0.967	1.232	1.389	1.388	1.241	1.31	1.283	1.395	1.231	0.669	0.827	0.825	0.678	0.747	0.72	0.832	0.669	0.199	0.356	0.355	0.208	0.277	0.25	0.362	0.198	0.082	0.24	0.238	0.092	0.161	0.134	0.246	0.082
CPI-SS0AFCA0602	DLL4_NOTCH1	simple:Q9NR61	simple:P46531	DLL4	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.011	0.169	0.167	0.021	0.089	0.062	0.174	0.011	0.192	0.35	0.349	0.202	0.271	0.244	0.356	0.192	0.209	0.367	0.365	0.218	0.287	0.26	0.372	0.209	0.015	0.173	0.172	0.025	0.094	0.067	0.179	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.174	0.173	0.026	0.095	0.068	0.18	0.016	0.014	0.172	0.17	0.024	0.092	0.065	0.178	0.014
CPI-SS052ADA696	JAG1_NOTCH1	simple:P78504	simple:P46531	JAG1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.09	0.248	0.247	0.1	0.169	0.142	0.254	0.09	0.194	0.352	0.351	0.204	0.273	0.246	0.358	0.194	0.168	0.325	0.324	0.177	0.246	0.219	0.331	0.167	0.028	0.186	0.185	0.038	0.107	0.08	0.192	0.028	0.208	0.366	0.365	0.218	0.287	0.26	0.372	0.208	0.14	0.298	0.296	0.15	0.219	0.192	0.304	0.14	0.301	0.458	0.457	0.31	0.379	0.352	0.464	0.3	0.076	0.234	0.232	0.086	0.155	0.128	0.24	0.076
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.086	0.482	0.559	0.019	0.05	0.087	0.649	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.479	0.556	0.016	0.047	0.084	0.646	0.053	0.082	0.478	0.555	0.015	0.046	0.083	0.644	0.052	0.164	0.56	0.638	0.097	0.128	0.165	0.727	0.135	0.095	0.491	0.568	0.027	0.059	0.096	0.657	0.065	0.082	0.478	0.555	0.015	0.046	0.083	0.644	0.052
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		0.011	0.069	0.031	0.007	0.02	0.01	0.009	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.066	0.028	0.004	0.017	0.007	0.006	0.007	0.007	0.065	0.027	0.003	0.016	0.006	0.005	0.006	0.089	0.147	0.11	0.086	0.098	0.088	0.087	0.088	0.02	0.077	0.04	0.016	0.029	0.019	0.018	0.019	0.007	0.065	0.027	0.003	0.016	0.006	0.005	0.006
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.003	0.0	0.007	0.0	0.005	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.264	0.0	0.262	0.27	0.0	0.0	0.048	0.0	0.052	0.0	0.049	0.057	0.0	0.0	0.002	0.0	0.006	0.0	0.003	0.011	0.0	0.0	0.009	0.0	0.013	0.0	0.011	0.018	0.0	0.0
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.001	0.001	0.0	0.004	0.012	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.005	0.013	0.0	0.0	0.004	0.002	0.003	0.0	0.006	0.014	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.005	0.013	0.0	0.0	0.005
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	VIP	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.001	0.001	0.0	0.004	0.012	0.0	0.0	0.003	0.006	0.006	0.0	0.009	0.017	0.0	0.0	0.008	0.004	0.005	0.0	0.008	0.016	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.005	0.013	0.0	0.0	0.004	0.025	0.025	0.0	0.028	0.036	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.034	1.532	1.283	0.051	0.238	0.12	0.3	0.099	0.193	1.691	1.442	0.21	0.397	0.279	0.459	0.257	0.407	1.905	1.656	0.424	0.611	0.492	0.673	0.471	0.044	1.542	1.293	0.061	0.248	0.13	0.31	0.109	0.075	1.573	1.324	0.092	0.279	0.16	0.341	0.139	0.076	1.574	1.325	0.092	0.28	0.161	0.341	0.14	0.276	1.774	1.525	0.293	0.48	0.362	0.542	0.34	0.026	1.524	1.275	0.043	0.23	0.112	0.292	0.09
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.549	2.047	1.797	0.565	0.753	0.634	0.814	0.613	0.166	1.664	1.415	0.183	0.37	0.252	0.432	0.231	0.127	1.625	1.376	0.144	0.332	0.213	0.393	0.192	0.572	2.07	1.821	0.589	0.776	0.658	0.838	0.637	0.724	2.222	1.973	0.741	0.928	0.81	0.99	0.788	0.148	1.645	1.396	0.164	0.352	0.233	0.413	0.212	0.124	1.622	1.373	0.141	0.328	0.21	0.39	0.189	0.623	2.121	1.872	0.64	0.828	0.709	0.889	0.688
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.034	0.864	0.818	0.023	0.09	0.046	0.012	0.076	0.193	1.023	0.977	0.182	0.249	0.205	0.171	0.235	0.407	1.237	1.191	0.395	0.463	0.418	0.385	0.449	0.044	0.874	0.828	0.033	0.1	0.056	0.022	0.086	0.075	0.905	0.859	0.063	0.131	0.086	0.053	0.117	0.076	0.906	0.859	0.064	0.132	0.087	0.054	0.118	0.276	1.106	1.06	0.264	0.332	0.287	0.254	0.318	0.026	0.856	0.81	0.015	0.082	0.037	0.004	0.068
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.549	1.379	1.332	0.537	0.605	0.56	0.527	0.591	0.166	0.996	0.95	0.155	0.222	0.178	0.144	0.208	0.127	0.957	0.911	0.116	0.183	0.139	0.105	0.17	0.572	1.402	1.356	0.561	0.628	0.584	0.55	0.614	0.724	1.554	1.508	0.713	0.78	0.735	0.702	0.766	0.148	0.977	0.931	0.136	0.203	0.159	0.125	0.19	0.124	0.954	0.908	0.113	0.18	0.136	0.102	0.166	0.623	1.453	1.407	0.612	0.679	0.635	0.601	0.666
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.189	0.581	0.484	0.053	0.229	0.163	0.23	0.116	0.348	0.74	0.643	0.212	0.388	0.322	0.389	0.275	0.561	0.954	0.856	0.425	0.601	0.535	0.603	0.489	0.199	0.591	0.494	0.063	0.239	0.173	0.24	0.126	0.23	0.622	0.524	0.093	0.269	0.203	0.271	0.157	0.23	0.623	0.525	0.094	0.27	0.204	0.272	0.158	0.431	0.823	0.725	0.294	0.47	0.404	0.472	0.358	0.181	0.573	0.475	0.045	0.221	0.154	0.222	0.108
CPI-SS043E22BF5	VEGFA_NRP1	simple:P15692	simple:O14786	VEGFA	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.703	1.096	0.998	0.567	0.743	0.677	0.744	0.631	0.321	0.714	0.616	0.185	0.361	0.295	0.362	0.248	0.282	0.675	0.577	0.146	0.322	0.256	0.323	0.209	0.727	1.119	1.022	0.591	0.767	0.701	0.768	0.654	0.879	1.271	1.174	0.743	0.919	0.852	0.92	0.806	0.302	0.695	0.597	0.166	0.342	0.276	0.343	0.23	0.279	0.672	0.574	0.143	0.319	0.253	0.32	0.206	0.778	1.171	1.073	0.642	0.818	0.752	0.819	0.706
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.145	0.728	0.531	0.06	0.108	0.575	0.081	0.127	0.304	0.887	0.69	0.219	0.267	0.734	0.24	0.286	0.517	1.1	0.904	0.432	0.481	0.948	0.453	0.5	0.155	0.738	0.541	0.07	0.118	0.585	0.091	0.137	0.186	0.768	0.572	0.1	0.149	0.616	0.121	0.168	0.186	0.769	0.573	0.101	0.149	0.617	0.122	0.169	0.387	0.969	0.773	0.301	0.35	0.817	0.322	0.369	0.137	0.719	0.523	0.051	0.1	0.567	0.073	0.119
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.659	1.242	1.046	0.574	0.622	1.09	0.595	0.642	0.277	0.86	0.663	0.192	0.24	0.707	0.213	0.259	0.238	0.821	0.624	0.153	0.201	0.668	0.174	0.22	0.683	1.266	1.069	0.598	0.646	1.113	0.619	0.665	0.835	1.418	1.221	0.749	0.798	1.265	0.771	0.817	0.258	0.841	0.644	0.173	0.221	0.688	0.194	0.24	0.235	0.818	0.621	0.15	0.198	0.665	0.171	0.217	0.734	1.317	1.12	0.649	0.697	1.164	0.67	0.716
CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	True	False	True	curated	False	Ligand-Receptor	Signaling by Plasminogen Activator	0.016	0.338	0.404	0.033	0.204	0.015	0.019	0.017	0.261	0.583	0.649	0.278	0.449	0.259	0.263	0.262	0.252	0.574	0.639	0.269	0.44	0.25	0.254	0.253	0.014	0.336	0.402	0.031	0.202	0.012	0.016	0.015	0.064	0.387	0.452	0.082	0.252	0.063	0.067	0.065	0.015	0.338	0.403	0.033	0.203	0.014	0.018	0.016	0.014	0.337	0.402	0.032	0.202	0.013	0.017	0.015	0.018	0.34	0.405	0.035	0.206	0.016	0.02	0.018
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.055	0.046	0.079	0.036	0.291	0.569	0.304	0.05	0.32	0.311	0.344	0.301	0.556	0.834	0.569	0.314	0.216	0.207	0.24	0.197	0.452	0.73	0.465	0.21	0.068	0.059	0.092	0.048	0.303	0.582	0.317	0.062	0.132	0.123	0.156	0.113	0.367	0.646	0.381	0.126	0.095	0.086	0.119	0.076	0.33	0.609	0.344	0.089	0.45	0.441	0.474	0.431	0.685	0.964	0.699	0.444	0.04	0.031	0.064	0.021	0.275	0.554	0.289	0.034
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.029	0.0	0.014	0.002	0.006	0.134	0.124	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.014	0.003	0.006	0.134	0.124	0.003	0.077	0.0	0.062	0.05	0.054	0.182	0.171	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.015	0.003	0.007	0.135	0.124	0.003
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004
CPI-SS0D9BC4188	GNRH2_GNRHR	simple:O43555	simple:P30968	GNRH2	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.004
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.002	0.005	0.025	0.0	0.012	0.019	0.03	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.032	0.0	0.019	0.027	0.037	0.011	0.022	0.024	0.044	0.0	0.031	0.039	0.049	0.023	0.02	0.023	0.042	0.0	0.029	0.037	0.047	0.022	0.006	0.009	0.029	0.0	0.016	0.023	0.034	0.008	0.003	0.005	0.025	0.0	0.012	0.02	0.03	0.005
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	RELN	LRP8	True	False	True	curated	False	Ligand-Receptor	Signaling by Reelin	0.038	0.022	0.072	0.006	0.013	0.007	0.007	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.022	0.073	0.006	0.014	0.008	0.008	0.029	0.047	0.031	0.082	0.015	0.022	0.016	0.017	0.037	0.047	0.03	0.081	0.014	0.022	0.015	0.016	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.024	0.075	0.008	0.015	0.009	0.01	0.031
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.002	0.006	0.0	0.0	0.058	0.0	0.004	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.012	0.0	0.0	0.065	0.0	0.01	0.014	0.621	0.625	0.0	0.0	0.678	0.0	0.624	0.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.033	0.0	0.0	0.086	0.0	0.032	0.035	0.012	0.015	0.0	0.0	0.068	0.0	0.014	0.018	0.003	0.006	0.0	0.0	0.059	0.0	0.005	0.008
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.005	0.009	0.0	0.0	0.062	0.0	0.007	0.011	0.003	0.007	0.0	0.0	0.06	0.0	0.006	0.009	0.024	0.027	0.0	0.0	0.08	0.0	0.026	0.03	0.002	0.006	0.0	0.0	0.059	0.0	0.005	0.008	0.006	0.01	0.0	0.0	0.063	0.0	0.009	0.012	0.367	0.371	0.0	0.0	0.424	0.0	0.369	0.373	0.241	0.245	0.0	0.0	0.298	0.0	0.244	0.247	0.002	0.006	0.0	0.0	0.059	0.0	0.005	0.008
CPI-CS0C61C245A	atRetinoicAcid_byALDH1A3_RORB	complex:atRetinoicAcid_byALDH1A3	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.004	0.0	0.0	0.057	0.0	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.007	0.0	0.0	0.06	0.0	0.006	0.009	0.01	0.013	0.0	0.0	0.066	0.0	0.012	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.06	0.554	0.561	0.017	0.123	0.101	0.219	0.047	0.06	0.554	0.561	0.017	0.124	0.102	0.219	0.048	0.061	0.555	0.562	0.018	0.124	0.102	0.22	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.556	0.563	0.019	0.125	0.103	0.221	0.049	0.073	0.567	0.574	0.03	0.136	0.114	0.232	0.061	0.096	0.59	0.597	0.053	0.159	0.137	0.255	0.083	0.062	0.556	0.563	0.019	0.125	0.103	0.221	0.049
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.059	0.553	0.56	0.016	0.122	0.1	0.218	0.046	0.059	0.553	0.56	0.016	0.122	0.1	0.218	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.553	0.56	0.016	0.122	0.1	0.218	0.047	0.056	0.55	0.557	0.013	0.119	0.097	0.215	0.043	0.056	0.55	0.557	0.014	0.12	0.098	0.215	0.044	0.06	0.554	0.561	0.017	0.124	0.101	0.219	0.048
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	0.006	0.005	0.0	0.039	0.008	0.008	0.005	0.006	0.005	0.004	0.0	0.038	0.007	0.007	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.037	0.005	0.005	0.003	0.004	0.007	0.006	0.0	0.04	0.009	0.009	0.006	0.007	0.003	0.003	0.0	0.037	0.005	0.005	0.003	0.004	0.004	0.003	0.0	0.038	0.006	0.006	0.004	0.005
CPI-SC054175DCB	SHH_PTCH2_GAS1_transmembrane_receptor	simple:Q15465	complex:PTCH2_GAS1_transmembrane_receptor	SHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Sonic hedgehog	0.001	0.0	0.0	0.0	0.0	0.001	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0.029	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F0492F71	THY1_ADGRE2	simple:P04216	simple:Q9UHX3	THY1	ADGRE2	False	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	0.018	0.021	0.023	0.0	0.02	0.018	0.02	0.019	0.746	0.749	0.75	0.0	0.748	0.746	0.748	0.747	0.496	0.5	0.501	0.0	0.499	0.496	0.499	0.498	0.018	0.022	0.023	0.0	0.021	0.018	0.02	0.02	0.336	0.339	0.34	0.0	0.338	0.336	0.338	0.337	0.783	0.786	0.788	0.0	0.785	0.783	0.785	0.784	0.963	0.966	0.968	0.0	0.965	0.963	0.965	0.965	0.067	0.07	0.072	0.0	0.069	0.067	0.069	0.069
CPI-SS085A1A34C	TNFSF10_TNFRSF10A	simple:P50591	simple:O00220	TNFSF10	TNFRSF10A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.001	0.06	0.11	0.005	0.003	0.003	0.0	0.003	0.139	0.197	0.247	0.143	0.141	0.14	0.0	0.14	0.197	0.255	0.305	0.201	0.199	0.199	0.0	0.199	0.05	0.108	0.158	0.054	0.052	0.052	0.0	0.052	0.004	0.062	0.112	0.008	0.005	0.005	0.0	0.005	0.004	0.062	0.112	0.008	0.006	0.005	0.0	0.005	0.003	0.062	0.112	0.007	0.005	0.005	0.0	0.005	0.006	0.064	0.115	0.01	0.008	0.008	0.0	0.008
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.661	1.379	1.332	0.537	0.605	0.56	0.527	0.591	0.278	0.996	0.95	0.155	0.222	0.178	0.144	0.208	0.24	0.957	0.911	0.116	0.183	0.139	0.105	0.17	0.684	1.402	1.356	0.561	0.628	0.584	0.55	0.614	0.836	1.554	1.508	0.713	0.78	0.735	0.702	0.766	0.26	0.977	0.931	0.136	0.203	0.159	0.125	0.19	0.237	0.954	0.908	0.113	0.18	0.136	0.102	0.166	0.736	1.453	1.407	0.612	0.679	0.635	0.601	0.666
CPI-SS09F9914EE	WNT2_CER1	simple:P09544	simple:O95813	WNT2	CER1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.03	0.0	0.0	0.0	0.033	0.031	0.033	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.005	0.003	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.004	0.002	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.016	0.014	0.016	0.015
CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	WNT2	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.148	0.031	0.054	0.035	0.074	0.182	0.307	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.003	0.026	0.007	0.046	0.154	0.279	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.002	0.025	0.006	0.045	0.154	0.279	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.014	0.037	0.018	0.057	0.165	0.291	0.048
CPI-SS01E6C2BB8	WNT2_SFRP1	simple:P09544	simple:Q8N474	WNT2	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.709	0.21	0.159	0.138	0.519	1.166	0.348	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.681	0.182	0.131	0.11	0.491	1.138	0.32	0.242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.181	0.13	0.109	0.491	1.137	0.32	0.241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.692	0.193	0.142	0.121	0.503	1.149	0.331	0.253
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.031	0.031	0.0	0.0	0.035	0.134	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.007	0.105	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.006	0.105	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.014	0.0	0.0	0.018	0.117	0.018	0.0
