id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	EN_V|EN_V	EN_V|FB_V	EN_V|PR	EN_V|SM	EN_V|UN	FB_V|EN_V	FB_V|FB_V	FB_V|PR	FB_V|SM	FB_V|UN	PR|EN_V	PR|FB_V	PR|PR	PR|SM	PR|UN	SM|EN_V	SM|FB_V	SM|PR	SM|SM	SM|UN	UN|EN_V	UN|FB_V	UN|PR	UN|SM	UN|UN
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.002	0.007	0.001	0.0	0.0	0.007	0.012	0.006	0.0	0.0	0.002	0.008	0.002	0.0	0.0	0.003	0.008	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D97012FB	PENK_OPRM1	simple:P01210	simple:P35372	PENK	OPRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.0	0.001	0.001	0.0	0.0	0.0	0.006	0.006	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.006	0.004	0.002	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06102CC06	VIP_ADCYAP1R1	simple:P01282	simple:P41586	VIP	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.01	0.008	0.006	0.0	0.0	0.013	0.011	0.009	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.008	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.666	0.806	0.857	1.01	1.13	1.028	0.168	0.219	0.372	0.492	1.179	0.319	0.37	0.523	0.643	1.071	0.211	0.262	0.415	0.535	1.126	0.266	0.317	0.47	0.59
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.975	0.115	0.165	0.319	0.439	1.005	0.145	0.196	0.349	0.469	0.981	0.121	0.171	0.325	0.444	0.988	0.128	0.179	0.332	0.452	0.0	0.0	0.0	0.0	0.0
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.446	0.713	0.717	0.713	1.039	0.808	0.074	0.079	0.074	0.401	0.959	0.225	0.23	0.226	0.552	0.851	0.118	0.122	0.118	0.444	0.907	0.173	0.178	0.173	0.499
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.755	0.021	0.026	0.021	0.348	0.785	0.051	0.056	0.051	0.378	0.761	0.027	0.032	0.027	0.354	0.769	0.035	0.04	0.035	0.361	0.0	0.0	0.0	0.0	0.0
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.112	0.85	0.917	0.906	0.776	0.474	0.211	0.278	0.267	0.137	0.625	0.362	0.429	0.418	0.288	0.517	0.255	0.322	0.311	0.181	0.572	0.31	0.377	0.366	0.236
CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.429	0.166	0.233	0.222	0.092	0.491	0.229	0.296	0.285	0.155	0.464	0.201	0.269	0.258	0.128	0.435	0.172	0.24	0.229	0.099	0.0	0.0	0.0	0.0	0.0
CPI-SS043E22BF5	VEGFA_NRP1	simple:P15692	simple:O14786	VEGFA	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.421	0.158	0.225	0.214	0.084	0.451	0.188	0.255	0.244	0.114	0.426	0.164	0.231	0.22	0.09	0.434	0.172	0.239	0.228	0.098	0.0	0.0	0.0	0.0	0.0
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	1.179	1.237	0.839	0.885	1.005	0.541	0.598	0.201	0.246	0.367	0.692	0.75	0.352	0.397	0.518	0.584	0.642	0.245	0.29	0.411	0.639	0.697	0.3	0.345	0.466
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.488	0.545	0.148	0.193	0.314	0.518	0.575	0.178	0.223	0.344	0.493	0.551	0.154	0.199	0.32	0.501	0.559	0.162	0.207	0.328	0.0	0.0	0.0	0.0	0.0
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.391	0.845	0.678	0.323	0.302	0.275	0.729	0.562	0.207	0.186	0.434	0.888	0.721	0.366	0.345	0.635	1.089	0.922	0.567	0.546	0.234	0.688	0.521	0.166	0.145
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.03	0.121	0.137	0.177	0.092	0.03	0.121	0.137	0.177	0.092	0.03	0.121	0.137	0.177	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS058DED3AA	ProstaglandinF2a_byAKR1B1_PTGFR	complex:ProstaglandinF2a_byAKR1B1	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.154	0.168	0.155	0.156	0.0	0.055	0.069	0.056	0.057	0.0	0.051	0.065	0.052	0.052	0.0	0.088	0.102	0.089	0.089	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D78DAC70	ProstaglandinD2_byAKR1C3_PTGFR	complex:ProstaglandinD2_byAKR1C3	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.011	0.025	0.012	0.013	0.0	0.043	0.057	0.044	0.044	0.0	0.027	0.041	0.028	0.028	0.0	0.007	0.022	0.009	0.009	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS09DCEBC2B	ProstaglandinE2_byPTGES_PTGER1	complex:ProstaglandinE2_byPTGES	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.002	0.001	0.001	0.0	0.0	0.008	0.008	0.008	0.0	0.0	0.003	0.003	0.003	0.0	0.0	0.007	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0F0453B03	ProstaglandinE2_byPTGES_PTGER2	complex:ProstaglandinE2_byPTGES	simple:P43116		PTGER2	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.004	0.009	0.006	0.009	0.0	0.01	0.016	0.012	0.015	0.0	0.005	0.011	0.007	0.01	0.0	0.008	0.014	0.01	0.013	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS080C76630	ProstaglandinE2_byPTGES_PTGER3	complex:ProstaglandinE2_byPTGES	simple:P43115		PTGER3	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.009	0.03	0.005	0.005	0.0	0.016	0.037	0.012	0.012	0.0	0.011	0.032	0.007	0.007	0.0	0.014	0.035	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.014	0.011	0.01	0.013	0.157	0.021	0.018	0.016	0.02	0.164	0.016	0.013	0.011	0.015	0.159	0.019	0.016	0.014	0.018	0.162	0.0	0.0	0.0	0.0	0.0
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.004	0.028	0.006	0.002	0.0	0.005	0.03	0.007	0.003	0.0	0.004	0.029	0.006	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.014	0.039	0.016	0.012	0.0	0.089	0.114	0.091	0.088	0.0	0.017	0.042	0.019	0.015	0.0	0.155	0.18	0.157	0.153	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.603	0.108	0.247	0.187	0.41	0.616	0.121	0.26	0.2	0.423	0.615	0.12	0.259	0.199	0.423	0.6	0.104	0.244	0.183	0.407	0.0	0.0	0.0	0.0	0.0
CPI-CS09463D22E	5-HT_byTPH1_and_SLC18A2_HTR2B	complex:5-HT_byTPH1_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.003	0.009	0.004	0.002	0.0	0.006	0.012	0.007	0.005	0.0	0.004	0.01	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0FBE83390	5-HT_byTPH1_and_SLC18A2_HTR2C	complex:5-HT_byTPH1_and_SLC18A2	simple:P28335		HTR2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.003	0.001	0.0	0.0	0.003	0.006	0.003	0.0	0.0	0.002	0.005	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.002	0.002	0.002	0.0	0.003	0.004	0.004	0.005	0.0	0.002	0.003	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.057	0.067	0.058	0.058	0.0	0.29	0.3	0.291	0.291	0.0	0.094	0.104	0.094	0.094	0.0	0.061	0.071	0.062	0.062	0.0	0.067	0.077	0.068	0.067	0.0
CPI-SS0CDDDEE9F	TAC3_TACR1	simple:Q9UHF0	simple:P25103	TAC3	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.005	0.015	0.005	0.005	0.0	0.01	0.02	0.01	0.01	0.0	0.012	0.022	0.012	0.012	0.0	0.004	0.014	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.01	0.005	0.009	0.004	0.0	0.01	0.005	0.01	0.005	0.0	0.012	0.007	0.012	0.007	0.0	0.008	0.003	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.755	0.021	0.026	0.021	0.348	0.785	0.051	0.056	0.051	0.378	0.761	0.027	0.032	0.027	0.354	0.769	0.035	0.04	0.035	0.361	0.0	0.0	0.0	0.0	0.0
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.051	0.2	0.163	0.053	0.0	0.05	0.2	0.163	0.053	0.0	0.052	0.201	0.164	0.054	0.0	0.051	0.2	0.163	0.053	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.048	0.198	0.161	0.05	0.0	0.049	0.198	0.161	0.051	0.0	0.047	0.197	0.16	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.124	0.273	0.236	0.126	0.0	0.175	0.325	0.288	0.177	0.0	0.107	0.257	0.22	0.109	0.0	0.093	0.243	0.206	0.095	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.213	0.791	0.335	0.172	0.277	0.213	0.791	0.335	0.172	0.277	0.214	0.792	0.336	0.173	0.278	0.213	0.791	0.335	0.172	0.277	0.0	0.0	0.0	0.0	0.0
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.211	0.788	0.333	0.17	0.274	0.211	0.789	0.333	0.17	0.275	0.21	0.787	0.332	0.169	0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.286	0.864	0.408	0.245	0.35	0.338	0.915	0.46	0.297	0.401	0.27	0.847	0.392	0.229	0.333	0.256	0.833	0.378	0.215	0.319	0.0	0.0	0.0	0.0	0.0
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.021	0.107	0.029	0.017	0.0	0.021	0.107	0.029	0.016	0.0	0.023	0.108	0.03	0.018	0.0	0.021	0.107	0.029	0.017	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.019	0.105	0.026	0.014	0.0	0.019	0.105	0.027	0.015	0.0	0.018	0.104	0.025	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.094	0.18	0.102	0.09	0.0	0.146	0.232	0.153	0.141	0.0	0.078	0.164	0.085	0.073	0.0	0.064	0.15	0.071	0.059	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.003	0.004	0.002	0.003	0.0	0.014	0.015	0.013	0.014	0.0	0.007	0.008	0.007	0.007	0.0	0.008	0.009	0.007	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		1.643	0.86	0.936	0.98	1.12	0.86	0.077	0.153	0.197	0.337	0.936	0.153	0.229	0.273	0.412	0.98	0.197	0.273	0.317	0.457	1.12	0.337	0.412	0.457	0.596
CPI-CS09A35DD21	Prostacyclin_byPTGIS_PTGIR	complex:Prostacyclin_byPTGIS	simple:P43119		PTGIR	True	False	True	curated	False	Ligand-Receptor		0.01	0.027	0.049	0.092	0.0	0.028	0.045	0.067	0.11	0.0	0.018	0.035	0.057	0.1	0.0	0.018	0.035	0.057	0.1	0.0	0.0	0.0	0.0	0.0	0.0
