id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|SM	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|SM	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|SM	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|SM	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|SM	PR|UN	SM|CM	SM|EC	SM|EP	SM|FB	SM|PR	SM|SM	SM|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|SM	UN|UN
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.505	0.0	0.0	0.506	0.508	0.0	0.0	0.1	0.0	0.0	0.101	0.103	0.0	0.0	0.67	0.0	0.0	0.671	0.673	0.0	0.0	0.858	0.0	0.0	0.859	0.861	0.0	0.0	1.038	0.0	0.0	1.039	1.041	0.0	0.0	0.514	0.0	0.0	0.514	0.516	0.0	0.0	0.228	0.0	0.0	0.228	0.23	0.0	0.0
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.252	0.0	0.0	0.253	0.255	0.0	0.0	0.024	0.0	0.0	0.024	0.026	0.0	0.0	0.026	0.0	0.0	0.027	0.029	0.0	0.0	0.476	0.0	0.0	0.477	0.479	0.0	0.0	0.459	0.0	0.0	0.46	0.462	0.0	0.0	0.253	0.0	0.0	0.253	0.255	0.0	0.0	0.113	0.0	0.0	0.114	0.116	0.0	0.0
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.116	0.64	0.018	0.142	0.265	0.848	0.092	0.11	0.634	0.012	0.136	0.259	0.842	0.085	0.108	0.633	0.01	0.134	0.258	0.841	0.084	0.113	0.638	0.015	0.139	0.263	0.846	0.089	0.163	0.688	0.065	0.189	0.313	0.895	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.044	0.04	0.03	0.167	0.197	0.417	0.044	0.086	0.081	0.071	0.208	0.239	0.459	0.086	1.341	1.336	1.326	1.463	1.494	1.713	1.34	0.719	0.715	0.705	0.842	0.872	1.092	0.719	0.376	0.372	0.362	0.499	0.529	0.749	0.376	0.176	0.171	0.161	0.298	0.329	0.548	0.175	0.098	0.093	0.083	0.22	0.25	0.47	0.097
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.123	0.119	0.109	0.246	0.276	0.496	0.123	0.188	0.184	0.174	0.311	0.341	0.561	0.188	0.081	0.077	0.067	0.204	0.234	0.454	0.081	0.28	0.276	0.266	0.403	0.433	0.653	0.28	0.178	0.173	0.163	0.3	0.331	0.551	0.178	0.484	0.479	0.469	0.606	0.636	0.856	0.483	0.089	0.084	0.074	0.211	0.242	0.462	0.089
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.0	0.002	0.0	0.0	0.012	0.0	0.0	0.0	0.004	0.0	0.0	0.015	0.0	0.0	0.0	0.004	0.0	0.0	0.015	0.0	0.0	0.0	0.198	0.0	0.0	0.208	0.0	0.0	0.0	0.027	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.028	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.036	1.507	0.035	0.315	0.228	0.438	0.047	0.325	1.796	0.324	0.604	0.517	0.727	0.336	0.034	1.505	0.033	0.312	0.225	0.435	0.045	0.085	1.556	0.084	0.364	0.277	0.487	0.096	0.153	1.624	0.152	0.432	0.345	0.555	0.164	0.209	1.681	0.209	0.488	0.401	0.611	0.221	0.054	1.525	0.053	0.333	0.246	0.456	0.065
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.327	1.798	0.326	0.606	0.518	0.728	0.338	0.086	1.557	0.085	0.365	0.278	0.488	0.097	0.471	1.942	0.47	0.75	0.663	0.873	0.482	0.256	1.727	0.255	0.534	0.447	0.657	0.267	0.164	1.635	0.163	0.443	0.356	0.566	0.175	0.074	1.545	0.073	0.353	0.265	0.475	0.085	0.364	1.835	0.363	0.643	0.556	0.766	0.375
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.036	0.936	0.021	0.097	0.034	0.0	0.047	0.325	1.225	0.31	0.386	0.323	0.0	0.336	0.034	0.934	0.018	0.095	0.031	0.0	0.045	0.085	0.985	0.07	0.146	0.083	0.0	0.096	0.153	1.053	0.138	0.214	0.151	0.0	0.164	0.209	1.11	0.194	0.27	0.207	0.0	0.221	0.054	0.954	0.038	0.115	0.052	0.0	0.065
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.327	1.227	0.311	0.388	0.324	0.0	0.338	0.086	0.986	0.071	0.147	0.084	0.0	0.097	0.471	1.371	0.456	0.532	0.469	0.0	0.482	0.256	1.156	0.24	0.317	0.253	0.0	0.267	0.164	1.064	0.149	0.225	0.162	0.0	0.175	0.074	0.974	0.058	0.135	0.071	0.0	0.085	0.364	1.264	0.348	0.425	0.361	0.0	0.375
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.215	0.658	0.028	0.123	0.313	0.135	0.095	0.503	0.947	0.317	0.412	0.601	0.424	0.384	0.212	0.656	0.026	0.12	0.31	0.133	0.092	0.264	0.708	0.077	0.172	0.362	0.184	0.144	0.332	0.775	0.145	0.24	0.43	0.252	0.212	0.388	0.832	0.202	0.296	0.486	0.309	0.268	0.232	0.676	0.046	0.141	0.33	0.153	0.113
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.505	0.949	0.319	0.414	0.603	0.426	0.386	0.265	0.709	0.078	0.173	0.363	0.185	0.145	0.65	1.094	0.463	0.558	0.748	0.57	0.53	0.434	0.878	0.248	0.342	0.532	0.355	0.314	0.343	0.787	0.156	0.251	0.441	0.264	0.223	0.252	0.696	0.066	0.161	0.35	0.173	0.133	0.542	0.986	0.356	0.451	0.64	0.463	0.423
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.047	0.053	0.045	0.265	0.464	0.066	0.041	0.31	0.316	0.308	0.528	0.726	0.329	0.304	0.031	0.037	0.029	0.249	0.447	0.05	0.025	0.207	0.213	0.205	0.425	0.624	0.226	0.201	0.217	0.223	0.215	0.435	0.634	0.236	0.211	0.561	0.567	0.559	0.779	0.977	0.58	0.555	0.034	0.04	0.032	0.252	0.451	0.053	0.028
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.027	0.005	0.003	0.015	0.149	0.057	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.032	0.03	0.042	0.177	0.084	0.036	0.03	0.008	0.006	0.018	0.152	0.06	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E2083FAC	NPY_NPY2R	simple:P01303	simple:P49146	NPY	NPY2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D9BC4188	GNRH2_GNRHR	simple:O43555	simple:P30968	GNRH2	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0F0453B03	ProstaglandinE2_byPTGES_PTGER2	complex:ProstaglandinE2_byPTGES	simple:P43116		PTGER2	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.001	0.002	0.0	0.003	0.013	0.0	0.0	0.001	0.002	0.0	0.003	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.006	0.0	0.007	0.017	0.0	0.0	0.029	0.03	0.0	0.031	0.041	0.0	0.0	0.006	0.007	0.0	0.008	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.001	0.007	0.005	0.006	0.048	0.029	0.0	0.001	0.007	0.005	0.006	0.047	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.011	0.008	0.01	0.051	0.032	0.0	0.029	0.035	0.032	0.034	0.075	0.056	0.0	0.006	0.012	0.01	0.011	0.052	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.001	0.0	0.017	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.018	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.422	0.0	0.438	0.0	0.459	0.0	0.0	0.009	0.0	0.025	0.0	0.045	0.0	0.0	0.015	0.0	0.031	0.0	0.051	0.0	0.0	0.046	0.0	0.062	0.0	0.083	0.0	0.0	0.077	0.0	0.093	0.0	0.113	0.0	0.0	0.051	0.0	0.067	0.0	0.087	0.0	0.0	0.174	0.0	0.19	0.0	0.211	0.0	0.0
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.002	0.0	0.0	0.016	0.003	0.0	0.0	0.002	0.0	0.0	0.016	0.004	0.0	0.0	0.75	0.0	0.0	0.764	0.752	0.0	0.0	0.002	0.0	0.0	0.017	0.004	0.0	0.0	0.014	0.0	0.0	0.029	0.016	0.0	0.0	0.01	0.0	0.0	0.025	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.004	0.0	0.0	0.018	0.005	0.0	0.0	0.009	0.0	0.0	0.024	0.011	0.0	0.0	0.014	0.0	0.0	0.028	0.016	0.0	0.0	0.005	0.0	0.0	0.02	0.007	0.0	0.0	0.259	0.0	0.0	0.274	0.261	0.0	0.0	0.028	0.0	0.0	0.042	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0C61C245A	atRetinoicAcid_byALDH1A3_RORB	complex:atRetinoicAcid_byALDH1A3	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.016	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.031	0.018	0.0	0.0	0.003	0.0	0.0	0.017	0.004	0.0	0.0	0.01	0.0	0.0	0.024	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02CAD3BF8	VIP_SCTR	simple:P01282	simple:P47872	VIP	SCTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.042	0.704	0.032	0.168	0.117	0.159	0.053	0.041	0.703	0.031	0.167	0.116	0.158	0.052	0.046	0.708	0.036	0.172	0.121	0.163	0.057	0.042	0.704	0.032	0.168	0.117	0.159	0.053	0.054	0.716	0.044	0.18	0.129	0.171	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.707	0.035	0.17	0.119	0.161	0.055
CPI-SS0D681D90E	SDC2_ADGRA2	simple:P34741	simple:Q96PE1	SDC2	ADGRA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Syndecan	0.119	0.219	0.096	0.361	0.302	0.338	0.126	0.038	0.138	0.015	0.28	0.221	0.257	0.044	0.514	0.614	0.492	0.756	0.697	0.733	0.521	0.293	0.393	0.271	0.535	0.476	0.513	0.3	0.256	0.356	0.233	0.498	0.439	0.475	0.262	0.658	0.758	0.636	0.9	0.841	0.877	0.665	0.066	0.166	0.043	0.308	0.248	0.285	0.072
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.005	0.005	0.0	0.005	0.014	0.0	0.0	0.01	0.01	0.0	0.01	0.019	0.0	0.0	0.012	0.012	0.0	0.013	0.022	0.0	0.0	0.157	0.157	0.0	0.158	0.167	0.0	0.0	0.264	0.264	0.0	0.264	0.273	0.0	0.0	0.021	0.021	0.0	0.022	0.031	0.0	0.0	0.008	0.008	0.0	0.008	0.017	0.0	0.0
CPI-SS05A3055C3	TNFSF10_TNFRSF11B	simple:P50591	simple:O00300	TNFSF10	TNFRSF11B	True	False	False	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.005	0.01	0.008	0.009	0.002	0.018	0.0	0.21	0.215	0.213	0.214	0.207	0.223	0.0	0.073	0.077	0.076	0.076	0.07	0.085	0.0	0.024	0.029	0.027	0.028	0.022	0.037	0.0	0.009	0.013	0.011	0.012	0.006	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.407	1.227	0.311	0.388	0.324	0.0	0.346	0.166	0.986	0.071	0.147	0.084	0.0	0.105	0.551	1.371	0.456	0.532	0.469	0.0	0.49	0.336	1.156	0.24	0.317	0.253	0.0	0.275	0.244	1.064	0.149	0.225	0.162	0.0	0.183	0.154	0.974	0.058	0.135	0.071	0.0	0.093	0.444	1.264	0.348	0.425	0.361	0.0	0.383
CPI-SS0786D3749	WNT2B_FRZB	simple:Q93097	simple:Q92765	WNT2B	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.114	0.021	0.013	0.036	0.172	0.059	0.038	0.133	0.04	0.032	0.054	0.19	0.078	0.056	0.11	0.017	0.009	0.032	0.168	0.055	0.034	0.139	0.045	0.038	0.06	0.196	0.084	0.062	0.12	0.027	0.019	0.042	0.178	0.065	0.044	0.121	0.028	0.02	0.043	0.179	0.066	0.045	0.123	0.03	0.022	0.045	0.181	0.068	0.047
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.107	0.014	0.006	0.028	0.165	0.052	0.031	0.107	0.014	0.006	0.028	0.164	0.052	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.015	0.007	0.03	0.166	0.053	0.032	0.109	0.016	0.008	0.031	0.167	0.054	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.116	0.023	0.015	0.038	0.174	0.062	0.04	0.156	0.063	0.055	0.077	0.214	0.101	0.08	0.13	0.037	0.029	0.051	0.187	0.075	0.053	0.18	0.087	0.079	0.102	0.238	0.125	0.104	0.181	0.088	0.08	0.102	0.239	0.126	0.105	0.172	0.079	0.071	0.094	0.23	0.118	0.096	0.12	0.027	0.019	0.042	0.178	0.065	0.044
CPI-SS0EBBBD522	WNT9A_FRZB	simple:O14904	simple:Q92765	WNT9A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.014	0.006	0.029	0.165	0.053	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05207EFF8	WNT2B_SFRP1	simple:Q93097	simple:Q8N474	WNT2B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.887	0.25	0.042	0.584	0.949	0.299	0.378	0.905	0.268	0.061	0.603	0.968	0.318	0.396	0.882	0.245	0.038	0.58	0.945	0.295	0.374	0.911	0.274	0.067	0.609	0.974	0.324	0.402	0.892	0.255	0.048	0.59	0.955	0.305	0.384	0.893	0.256	0.049	0.591	0.956	0.306	0.385	0.895	0.258	0.051	0.593	0.958	0.308	0.387
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.879	0.242	0.035	0.577	0.942	0.292	0.371	0.879	0.242	0.035	0.577	0.942	0.292	0.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.881	0.243	0.036	0.578	0.943	0.293	0.372	0.881	0.244	0.037	0.579	0.944	0.294	0.373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.889	0.252	0.044	0.586	0.952	0.301	0.38	0.928	0.291	0.084	0.626	0.991	0.341	0.42	0.902	0.265	0.058	0.6	0.965	0.315	0.394	0.952	0.315	0.108	0.65	1.015	0.365	0.444	0.953	0.316	0.109	0.651	1.016	0.366	0.445	0.945	0.308	0.1	0.642	1.008	0.357	0.436	0.893	0.256	0.048	0.59	0.955	0.305	0.384
CPI-SS0A93EEAEB	WNT9A_SFRP1	simple:O14904	simple:Q8N474	WNT9A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.243	0.035	0.577	0.942	0.292	0.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08643DD8A	WNT2B_SFRP2	simple:Q93097	simple:Q96HF1	WNT2B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.01	0.008	0.0	0.01	0.05	0.0	0.0	0.029	0.027	0.0	0.029	0.069	0.0	0.0	0.006	0.004	0.0	0.006	0.046	0.0	0.0	0.035	0.033	0.0	0.035	0.075	0.0	0.0	0.016	0.014	0.0	0.016	0.056	0.0	0.0	0.017	0.015	0.0	0.017	0.057	0.0	0.0	0.019	0.017	0.0	0.019	0.059	0.0	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.003	0.001	0.0	0.003	0.043	0.0	0.0	0.003	0.001	0.0	0.003	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.004	0.044	0.0	0.0	0.005	0.003	0.0	0.005	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.012	0.011	0.0	0.012	0.053	0.0	0.0	0.052	0.05	0.0	0.052	0.092	0.0	0.0	0.026	0.024	0.0	0.026	0.066	0.0	0.0	0.076	0.074	0.0	0.076	0.116	0.0	0.0	0.077	0.075	0.0	0.077	0.117	0.0	0.0	0.068	0.067	0.0	0.068	0.109	0.0	0.0	0.016	0.014	0.0	0.016	0.056	0.0	0.0
CPI-SS00877D499	WNT9A_SFRP2	simple:O14904	simple:Q96HF1	WNT9A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.003	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS010F961E8	WNT2B_WIF1	simple:Q93097	simple:Q9Y5W5	WNT2B	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.008	0.0	0.0	0.0	0.008	0.0	0.0	0.026	0.0	0.0	0.0	0.027	0.0	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.032	0.0	0.0	0.0	0.032	0.0	0.0	0.014	0.0	0.0	0.0	0.014	0.0	0.0	0.015	0.0	0.0	0.0	0.015	0.0	0.0	0.017	0.0	0.0	0.0	0.017	0.0	0.0
CPI-SS068E97BDA	WNT4_WIF1	simple:P56705	simple:Q9Y5W5	WNT4	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03C93A8FE	WNT5A_WIF1	simple:P41221	simple:Q9Y5W5	WNT5A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.01	0.0	0.0	0.0	0.01	0.0	0.0	0.05	0.0	0.0	0.0	0.05	0.0	0.0	0.023	0.0	0.0	0.0	0.024	0.0	0.0	0.074	0.0	0.0	0.0	0.074	0.0	0.0	0.075	0.0	0.0	0.0	0.075	0.0	0.0	0.066	0.0	0.0	0.0	0.066	0.0	0.0	0.014	0.0	0.0	0.0	0.014	0.0	0.0
CPI-SS04662DF1A	WNT9A_WIF1	simple:O14904	simple:Q9Y5W5	WNT9A	WIF1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.001	0.001	0.0	0.001	0.005	0.01	0.003	0.001	0.002	0.0	0.001	0.006	0.01	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.002	0.006	0.01	0.004	0.011	0.012	0.0	0.011	0.016	0.02	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.007	0.88	0.014	0.102	0.077	0.087	0.027	0.88	1.754	0.887	0.975	0.95	0.961	0.901	0.014	0.887	0.021	0.109	0.084	0.094	0.034	0.102	0.975	0.109	0.197	0.172	0.182	0.122	0.077	0.95	0.084	0.172	0.147	0.157	0.097	0.087	0.961	0.094	0.182	0.157	0.168	0.107	0.027	0.901	0.034	0.122	0.097	0.107	0.047
CPI-SS00577086D	FTL_SCARA5	simple:P02792	simple:Q6ZMJ2	FTL	SCARA5	False	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	1.535	0.0	0.0	0.0	0.0	0.0	0.0	1.896	0.0	0.0	0.0	0.0	0.0	0.0	2.706	0.0	0.0	0.0	0.0	0.0	0.0	2.026	0.0	0.0	0.0	0.0	0.0	0.0	1.766	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	1.112	0.0	0.0
